Play 1,Play 2,Return,total_numsteps
-4.912572,0.2597763,-2.4598124,63
-2.5161278,-3.8560781,-0.6647269,64
-1.4423038,-3.6415548,-1.289118,65
-1.4332633,-0.19578873,-3.1824052,66
-1.5582387,3.6280634,-7.6701508,67
-1.661817,4.6796036,-9.318951,68
-1.4879837,3.4127226,-7.3873925,69
-1.2012703,1.6062012,-5.1619773,70
-0.77380687,0.45328122,-4.231021,71
-0.33252013,-0.41836673,-3.8023763,72
0.0069364663,-0.11462714,-4.3498917,73
0.19852278,0.41281047,-5.0065026,74
0.14507784,0.7096839,-5.250872,75
0.043763146,1.2663926,-5.7517533,76
-0.17537998,2.0735412,-6.516617,77
-0.19905023,2.3726215,-6.8804145,78
-0.30036545,2.4021842,-6.83368,79
-0.39438635,1.7192063,-5.8986144,80
-0.45252365,0.4528306,-4.4811473,81
-0.3864249,-0.62643826,-3.5922773,82
-0.2971256,-0.78453946,-3.5455232,83
-0.18896106,-0.057413246,-4.2289124,84
-0.13814557,0.6258107,-4.9144335,85
0.010003677,0.88655746,-5.3112617,86
0.081697345,0.27975246,-4.7732825,87
0.04244583,-0.3406885,-4.189817,88
0.14886726,-0.70734495,-3.9944642,89
0.30015635,-0.9814178,-3.9325035,90
0.48359507,-0.94365585,-4.1354437,91
0.35780168,-0.5945698,-4.276787,92
0.4118052,-0.34231454,-4.531704,93
0.32475716,0.07279537,-4.80767,94
0.34190103,0.49767935,-5.223145,95
0.51966166,0.78639925,-5.684363,96
0.81163436,0.53416437,-5.7246284,97
0.705638,0.14687932,-5.248415,98
0.527296,-0.27350307,-4.701402,99
0.43279225,-0.174442,-4.6934443,100
0.122335546,0.28934556,-4.819156,101
-0.068316735,0.7724219,-5.1237645,102
-0.1784828,1.1914747,-5.4739013,103
-0.017486528,1.5783118,-6.0533004,104
0.07453912,1.6027634,-6.164216,105
0.32587853,1.1749009,-5.9106116,106
0.22208752,1.2611974,-5.908693,107
0.2750967,0.8432791,-5.508494,108
0.34155333,0.50191367,-5.226955,109
0.33235505,0.2170927,-4.9468503,110
0.5080076,0.13067657,-5.036621,111
0.7459433,0.32051516,-5.4509997,112
0.82571775,0.32703167,-5.5392227,113
0.943354,0.59396535,-5.9214144,114
1.0735581,0.95044345,-6.4263,115
1.1301781,0.94205433,-6.4788527,116
1.0897596,0.5202119,-6.0051475,117
1.2190682,0.46724114,-6.094892,118
1.209303,0.55962527,-6.174656,119
1.2918603,0.567488,-6.2741723,120
1.2761308,0.70638597,-6.395792,121
1.4599643,0.98236454,-6.8906517,122
1.5477445,1.6173844,-7.7033553,123
1.5935681,1.7248943,-7.8843856,124
1.6729183,1.5277888,-7.7457657,125
1.6214168,1.6120453,-7.783316,126
1.7060351,1.7660928,-8.066749,127
1.6892153,1.7694707,-8.050786,128
1.5738318,1.8296553,-7.987507,129
1.495027,2.0416718,-8.157379,130
1.523323,2.137768,-8.311243,131
1.5281714,2.2553124,-8.467252,132
1.5873528,2.2180228,-8.488273,133
1.5993011,2.0081034,-8.236827,134
1.5920705,2.0874267,-8.327735,135
1.6332679,2.3414001,-8.403038,136
1.5528882,2.5787926,-7.7448254,137
1.5222082,2.472858,-8.481483,138
1.5457401,2.1844206,-8.396677,139
1.6466293,2.1224082,-8.436122,140
1.7542475,2.1918323,-8.420713,141
1.8955557,2.2740848,-7.0681877,142
