Return,total_numsteps
-0.3040443,63
-2.3288658,64
-2.4997108,65
-2.0258112,66
-1.896822,67
-1.7277828,68
-1.7027565,69
-2.0357444,70
-2.9445202,71
-4.0975566,72
-5.081142,73
-5.491906,74
-5.215139,75
-4.5650897,76
-4.2260346,77
-4.052049,78
-3.9494667,79
-3.8192475,80
-3.4734046,81
-4.135651,82
-4.873108,83
-5.6642365,84
-6.247339,85
-6.219316,86
-5.7691383,87
-5.305877,88
-4.6397295,89
-4.305398,90
-4.291527,91
-4.8783135,92
-5.276893,93
-5.650605,94
-5.7608986,95
-6.040445,96
-6.418724,97
-6.251396,98
-6.1447444,99
-5.6143456,100
-5.635358,101
-5.985978,102
-6.512095,103
-6.3425035,104
-6.0688553,105
-6.2525806,106
-5.711104,107
-5.380752,108
-5.4426103,109
-5.519475,110
-5.747089,111
-6.0219398,112
-6.5119843,113
-7.4023757,114
-7.423429,115
-7.6127734,116
-7.080215,117
-6.7600265,118
-6.5216327,119
-6.909378,120
-7.0612397,121
-7.5086226,122
-8.094588,123
-8.197154,124
-8.6589,125
-8.423686,126
-8.524732,127
-8.403083,128
-8.391088,129
-8.744964,130
-7.3151093,131
-6.293642,132
-7.6869984,133
-8.295216,134
-8.20937,135
-8.264568,136
-8.966313,137
-8.711761,138
-8.5623255,139
-8.616478,140
-8.820434,141
-8.69052,142
-9.213687,143
-9.439629,144
-9.387189,145
-9.577107,146
-9.388743,147
-8.885367,148
-8.52661,149
-8.159567,150
-7.994655,151
-8.060056,152
-8.221356,153
-8.319275,154
-8.313277,155
-8.1486225,156
-8.830185,157
-8.381256,158
-8.782195,159
-8.094736,160
-8.746645,161
-8.662738,162
-8.551363,163
-8.282276,164
-7.8108764,165
-7.069842,166
-6.434068,167
-6.2336235,168
-5.9203773,169
-6.122632,170
-6.534337,171
-7.111535,172
-7.6885056,173
-7.798488,174
-7.8198695,175
-7.9421654,176
-8.006331,177
-7.772176,178
-7.570118,179
-7.333339,180
-7.5791254,181
