Advantage Reward,Adversaries Reward,Agent 1 Prediction Loss,Agent 2 Prediction Loss,Agent 3 Prediction Loss,Agent 4 Prediction Loss,Agent Reward,Survive Time,total_episode,total_numsteps
3.953380097083721,-3.2994517927702653,15.7755305217579,17.056106384843588,17.49447749555111,17.92434798181057,0.653928304313456,9.1,20,525
-4.128323713217765,0.23883777682874205,6.006805578945205,11.188541871728376,13.616683442145586,14.906409007497132,-3.889485936389022,21.4,30,775
-5.842438941590302,2.2391522550191376,9.030714531894773,24.41171367559582,35.75016880221665,44.21808926388621,-3.6032866865711655,17.7,40,1025
5.165974071992498,-3.864170348277322,6.964992538094521,18.059290575794876,21.644567094743252,23.529677872546017,1.3018037237151758,14.5,50,1275
1.210707256376241,-2.810805370374964,6.131312475074083,19.658972404897213,32.26410670019686,37.928248047828674,-1.6000981139987231,14.8,60,1525
4.710361330855891,-3.4888907809378624,12.38220138847828,20.828458581119776,33.24698148667812,44.6227948628366,1.2214705499180307,16.0,70,1775
-0.5621037240538961,-0.8132081448339396,9.991358091472648,18.75009829783812,23.210027715191245,28.29480990115553,-1.375311868887836,12.1,80,2025
-6.080982055713021,1.2876799625053463,16.92074338067323,21.63890556525439,36.372779147699475,48.19819190353155,-4.793302093207676,19.1,90,2275
7.189758374721182,-5.366152605547481,11.91068942938,16.992892281152308,28.645273907110095,38.50538406893611,1.8236057691737024,19.1,100,2525
2.3044609255153596,-2.4714249850644663,14.928652046713978,17.16005170531571,29.004074024036527,33.653427220880985,-0.16696405954910692,13.9,110,2775
-2.5878949276948946,0.8825694636403056,15.633772453293204,20.569909932091832,27.884738620370626,35.554284408688545,-1.7053254640545887,17.7,120,3025
1.4760366000786513,-1.1087565320070598,15.226448320783675,29.01370644569397,33.485755638219416,41.31091170012951,0.3672800680715918,16.2,130,3275
6.001582988107233,-4.97736756172039,22.125217511318624,29.881990181282163,36.00778887793422,46.44019931927323,1.0242154263868426,20.4,140,3525
-5.105601601457328,0.5323184369445432,12.791775892022997,21.476331411860883,23.757007190957665,28.470304735004902,-4.573283164512785,14.3,150,3775
-13.193796116569567,6.152780856825335,18.179919213987887,24.211934680119157,28.13479857891798,38.69886306673288,-7.041015259744228,18.6,160,4025
-7.251063897782936,1.648259642703556,18.430346984416246,23.928730191662908,29.880619800649583,35.60922071803361,-5.60280425507938,18.5,170,4275
-1.0894913050794666,-0.3009221599661303,16.45496759423986,26.692842425778508,28.510337974876165,28.326030176132917,-1.3904134650455973,17.9,180,4525
-6.159306064877805,0.5843661654487649,13.401511635864154,16.217618151102215,24.314400497358292,28.511099776253104,-5.5749398994290384,16.3,190,4775
-12.775779511550756,5.234020298986943,22.780915515497327,28.070907350629568,35.010061144828796,40.90134435519576,-7.541759212563811,21.6,200,5025
-5.720291140461711,1.3034067673465173,23.557472235057503,28.155202547088265,29.79374275263399,35.80878845602274,-4.4168843731151926,20.1,210,5275
-0.2096563293186163,-0.9782990274606851,27.555801160633564,35.60302008036524,45.11725548282266,46.462064400315285,-1.1879553567793006,19.3,220,5525
-16.90133921556628,7.722310248036342,22.884939323645085,32.02722648810595,39.241457583382726,46.16770155727863,-9.179028967529938,22.6,230,5775
-9.62617741345902,4.232408610238755,22.508323186077178,29.08936255169101,38.61706346459687,49.31858617532998,-5.393768803220265,23.2,240,6025
-11.96338983186688,4.724795558081985,18.714885273948312,27.239491492509842,32.32346430979669,35.977701955940574,-7.238594273784895,20.6,250,6275
-19.07332580096435,8.684625502953008,18.10000451747328,24.510586879216135,32.81273198314011,37.82535774819553,-10.38870029801134,19.4,260,6525
-16.109961318276106,7.582608943581727,20.557471645064652,29.82984916307032,32.84250131808221,37.067001232877374,-8.527352374694377,23.4,270,6775
-14.263711962938135,6.497918132577193,13.880409204401076,29.856335332617164,41.07103410176933,47.316529989242554,-7.765793830360941,18.7,280,7025
-12.490938093859096,5.298802273956515,21.49343101400882,35.587337917648256,41.43177296873182,47.21640935912728,-7.192135819902582,21.6,290,7275
-7.635161732789098,2.8143531382542557,18.273527951911092,23.908291484229267,30.34442091640085,34.15109218284488,-4.8208085945348405,19.3,300,7525
-1.1959065132442674,-0.5971039728246609,16.9214754588902,28.506834517233074,34.93949315324426,41.08161443285644,-1.7930104860689287,20.7,310,7775
-8.168520298549796,2.264068712298084,17.791986037045717,25.502720028162003,30.548140725120902,34.30016557406634,-5.904451586251712,16.8,320,8025
-13.39826614741728,5.650353999416038,15.52546564862132,23.149218533188105,29.90671248920262,34.817648489028215,-7.747912148001241,17.5,330,8275
-8.007176662372224,2.549156446271451,13.31301465909928,19.39983113366179,26.37503636814654,33.870402704924345,-5.458020216100772,18.5,340,8525
-10.330144472173696,3.45811703314346,15.740309012122452,22.72645766288042,32.27510227635503,36.50203001871705,-6.872027439030236,16.5,350,8775
