A1 Return,A2 Return,A3 Return,Total Return,total_episode,total_numsteps
-70.05194149826399,-70.35194149826398,-70.75194149826399,-211.15582449479197,3340,83525
-67.61971292626461,-66.91971292626462,-67.81971292626461,-202.35913877879383,3350,83775
-66.63226523012213,-66.73226523012212,-66.83226523012213,-200.1967956903664,3360,84025
-72.11360460353585,-72.61360460353585,-71.71360460353586,-216.44081381060755,3370,84275
-73.965483986681,-72.265483986681,-74.165483986681,-220.39645196004298,3380,84525
-72.73831095524545,-70.93831095524546,-72.43831095524544,-216.1149328657363,3390,84775
-66.7624577375691,-66.5624577375691,-66.56245773756909,-199.88737321270727,3400,85025
-72.1231753453194,-71.6231753453194,-71.9231753453194,-215.6695260359582,3410,85275
-62.43235249645727,-62.43235249645727,-62.43235249645727,-187.2970574893718,3420,85525
-73.77050019993598,-73.97050019993598,-73.47050019993598,-221.21150059980795,3430,85775
-72.94951418927874,-72.04951418927875,-72.54951418927875,-217.54854256783625,3440,86025
-70.3749976959709,-70.8749976959709,-70.97499769597091,-212.22499308791276,3450,86275
-64.39438063080183,-64.59438063080184,-63.494380630801835,-192.4831418924055,3460,86525
-63.57802525596274,-62.97802525596275,-62.57802525596274,-189.13407576788822,3470,86775
-69.51503027658313,-70.41503027658312,-70.21503027658312,-210.14509082974936,3480,87025
-72.04967645050662,-72.44967645050663,-72.54967645050662,-217.04902935151986,3490,87275
-80.16254599329991,-75.66254599329991,-80.16254599329991,-235.98763797989972,3500,87525
-66.39926536807717,-67.69926536807716,-66.59926536807716,-200.6977961042315,3510,87775
-79.11213730676452,-78.41213730676452,-78.31213730676453,-235.83641192029359,3520,88025
-68.37664002654856,-68.67664002654855,-68.47664002654855,-205.52992007964568,3530,88275
-65.52438410655124,-66.12438410655123,-66.22438410655124,-197.8731523196537,3540,88525
-60.32454904259745,-60.52454904259745,-60.32454904259745,-181.17364712779235,3550,88775
-71.6642618154389,-71.86426181543891,-70.6642618154389,-214.1927854463167,3560,89025
-65.04441850794828,-65.14441850794827,-64.94441850794827,-195.1332555238448,3570,89275
-69.2601917088131,-70.0601917088131,-70.36019170881309,-209.68057512643927,3580,89525
-72.96517151398419,-70.46517151398419,-72.96517151398419,-216.39551454195254,3590,89775
-69.00188276185779,-69.10188276185778,-69.20188276185777,-207.30564828557334,3600,90025
-72.56748623277639,-72.4674862327764,-72.26748623277639,-217.30245869832916,3610,90275
-69.22257151452,-68.72257151452,-68.92257151452,-206.86771454356,3620,90525
-68.2369523581708,-67.83695235817079,-68.1369523581708,-204.21085707451238,3630,90775
-71.03139166231944,-70.73139166231944,-71.13139166231943,-212.8941749869583,3640,91025
-68.75885259542308,-68.95885259542308,-69.05885259542308,-206.77655778626922,3650,91275
-68.7310656916235,-68.9310656916235,-69.13106569162349,-206.79319707487048,3660,91525
-66.99277335588177,-67.59277335588176,-67.29277335588176,-201.8783200676453,3670,91775
-64.1153434170086,-63.9153434170086,-64.3153434170086,-192.3460302510258,3680,92025
-70.1391054866514,-70.4391054866514,-69.53910548665138,-210.1173164599542,3690,92275
-72.51436984176688,-71.31436984176688,-72.31436984176688,-216.14310952530064,3700,92525
-60.512939872933785,-60.11293987293378,-60.21293987293378,-180.83881961880132,3710,92775
-70.34298326921116,-70.24298326921117,-70.44298326921117,-211.0289498076335,3720,93025
-69.58144090150967,-69.98144090150967,-68.38144090150966,-207.944322704529,3730,93275
-64.41470070359881,-62.21470070359881,-64.1147007035988,-190.7441021107964,3740,93525
-73.00191762898598,-73.10191762898599,-71.00191762898598,-217.10575288695796,3750,93775
-64.67044463959998,-63.27044463959997,-65.27044463959997,-193.21133391879994,3760,94025
-71.93432325043332,-71.93432325043332,-71.43432325043332,-215.3029697513,3770,94275
-63.358800947125886,-62.758800947125884,-62.55880094712588,-188.67640284137764,3780,94525
-67.38236703120711,-66.28236703120712,-66.68236703120712,-200.34710109362135,3790,94775
-65.18904349393466,-64.18904349393466,-65.18904349393466,-194.56713048180399,3800,95025
-69.00524538826605,-68.90524538826605,-69.60524538826606,-207.51573616479817,3810,95275
-62.61994652051951,-63.01994652051951,-63.01994652051951,-188.65983956155853,3820,95525
-61.70564764473189,-64.0056476447319,-64.0056476447319,-189.71694293419569,3830,95775
-68.95667757128604,-68.55667757128603,-69.05667757128603,-206.5700327138581,3840,96025
-71.6836264739563,-72.28362647395629,-72.3836264739563,-216.35087942186888,3850,96275
-62.0867324003348,-63.7867324003348,-64.38673240033481,-190.2601972010044,3860,96525
-66.489375702232,-66.289375702232,-66.789375702232,-199.56812710669598,3870,96775
-65.68379603168614,-65.88379603168615,-65.38379603168613,-196.95138809505843,3880,97025
-70.07449054558415,-69.37449054558415,-69.87449054558415,-209.32347163675246,3890,97275
-66.91680574939245,-66.91680574939245,-66.71680574939245,-200.55041724817733,3900,97525
-68.25594803031495,-69.95594803031494,-69.75594803031495,-207.96784409094485,3910,97775
-73.94568032051603,-73.94568032051603,-72.44568032051602,-220.33704096154807,3920,98025
-69.92728961103295,-70.12728961103295,-69.42728961103295,-209.48186883309887,3930,98275
-75.2055505919811,-74.60555059198109,-75.00555059198109,-224.81665177594328,3940,98525
-74.56949024455136,-74.46949024455137,-74.56949024455136,-223.60847073365412,3950,98775
-73.09066228587238,-71.99066228587238,-73.29066228587239,-218.37198685761715,3960,99025
-76.23080427960585,-76.13080427960585,-76.33080427960586,-228.69241283881757,3970,99275
-77.4137591281427,-75.8137591281427,-77.6137591281427,-230.8412773844281,3980,99525
-71.28225579949557,-71.48225579949558,-71.28225579949557,-214.04676739848674,3990,99775
-71.62510981365418,-70.42510981365417,-71.92510981365417,-213.97532944096253,4000,100025
-61.45149202972503,-61.35149202972504,-59.651492029725034,-182.4544760891751,4010,100275
-68.4551860046446,-69.0551860046446,-67.8551860046446,-205.3655580139338,4020,100525
-69.56001103219373,-69.86001103219373,-69.16001103219372,-208.58003309658116,4030,100775
-62.94136511966284,-62.44136511966284,-61.84136511966284,-187.2240953589885,4040,101025
-63.26056829249889,-64.26056829249889,-64.56056829249889,-192.08170487749666,4050,101275
-70.54147519233081,-69.64147519233082,-70.94147519233081,-211.12442557699242,4060,101525
-66.3252913896585,-66.1252913896585,-66.1252913896585,-198.5758741689755,4070,101775
-65.78649885099114,-65.68649885099114,-65.98649885099114,-197.45949655297343,4080,102025
-73.2597025650584,-72.2597025650584,-72.35970256505841,-217.8791076951752,4090,102275
-68.81417203829933,-68.21417203829932,-67.81417203829933,-204.842516114898,4100,102525
-70.20576599396983,-70.70576599396983,-70.30576599396984,-211.21729798190955,4110,102775
-75.19696942103842,-74.19696942103842,-74.69696942103842,-224.09090826311527,4120,103025
-69.15976296263702,-68.55976296263702,-69.45976296263703,-207.17928888791107,4130,103275
-72.67180168859575,-73.67180168859575,-74.57180168859574,-220.9154050657872,4140,103525
-65.83988756529547,-65.23988756529546,-65.53988756529546,-196.61966269588638,4150,103775
-72.10011868386864,-72.00011868386864,-71.10011868386864,-215.20035605160592,4160,104025
-63.560639230949064,-64.06063923094906,-64.46063923094906,-192.08191769284718,4170,104275
-66.23309501433978,-66.13309501433977,-64.73309501433978,-197.09928504301934,4180,104525
-63.55402675507521,-65.25402675507522,-65.55402675507521,-194.36208026522564,4190,104775
-69.5856016241843,-68.28560162418431,-69.68560162418432,-207.55680487255296,4200,105025
-67.56723940883663,-67.66723940883662,-68.26723940883662,-203.50171822650987,4210,105275
-73.59556127968719,-72.8955612796872,-73.3955612796872,-219.88668383906162,4220,105525
-71.39594198345955,-71.29594198345956,-71.19594198345956,-213.88782595037864,4230,105775
-64.61880630416498,-65.41880630416497,-65.91880630416497,-195.95641891249494,4240,106025
-68.8193172391708,-68.4193172391708,-68.4193172391708,-205.65795171751242,4250,106275
-64.66730266318771,-66.0673026631877,-66.16730266318771,-196.9019079895631,4260,106525
-61.67489562435692,-61.37489562435692,-61.57489562435692,-184.62468687307074,4270,106775
-70.97016809606617,-70.77016809606619,-70.97016809606617,-212.71050428819854,4280,107025
-68.41945159898549,-68.8194515989855,-69.5194515989855,-206.75835479695647,4290,107275
-72.67918720497404,-72.87918720497404,-72.67918720497404,-218.2375616149221,4300,107525
-66.75780446990227,-66.55780446990227,-66.55780446990227,-199.8734134097068,4310,107775
-66.98537226960681,-68.08537226960682,-67.98537226960681,-203.05611680882046,4320,108025
-64.9193435895274,-64.6193435895274,-65.1193435895274,-194.6580307685822,4330,108275
-71.67236218591145,-72.77236218591145,-72.57236218591144,-217.01708655773436,4340,108525
-70.04513368507861,-70.24513368507861,-70.74513368507861,-211.03540105523584,4350,108775
-67.083334593481,-67.883334593481,-66.48333459348099,-201.45000378044296,4360,109025
-60.77248643516149,-60.472486435161485,-60.972486435161485,-182.21745930548445,4370,109275
-69.04064944066182,-68.54064944066182,-68.24064944066183,-205.82194832198547,4380,109525
-68.20876979447328,-68.30876979447328,-68.00876979447328,-204.52630938341983,4390,109775
-71.93945661498915,-73.73945661498915,-71.43945661498915,-217.11836984496745,4400,110025
-68.6686374044214,-68.3686374044214,-68.76863740442141,-205.8059122132642,4410,110275
-70.60505115738735,-70.60505115738735,-70.50505115738736,-211.7151534721621,4420,110525
-66.72658733274561,-68.22658733274561,-68.72658733274561,-203.67976199823684,4430,110775
-66.74211996951324,-66.04211996951324,-66.74211996951324,-199.52635990853972,4440,111025
-71.2096861576133,-68.7096861576133,-71.60968615761331,-211.52905847283992,4450,111275
-73.42016001501311,-73.22016001501311,-73.42016001501311,-220.06048004503933,4460,111525
-69.94568819234709,-71.8456881923471,-71.94568819234709,-213.73706457704128,4470,111775
-64.27191873008437,-64.97191873008435,-64.87191873008436,-194.11575619025308,4480,112025
-65.69533320033065,-65.69533320033065,-65.69533320033065,-197.08599960099195,4490,112275
-60.57639537564279,-60.77639537564279,-60.47639537564279,-181.8291861269284,4500,112525
-68.05252447608936,-69.45252447608935,-69.35252447608936,-206.85757342826804,4510,112775
-69.46877791263118,-69.66877791263119,-69.96877791263118,-209.10633373789355,4520,113025
-67.94695501934967,-68.84695501934968,-68.64695501934968,-205.44086505804904,4530,113275
-71.27251201658996,-70.97251201658995,-71.47251201658995,-213.71753604976985,4540,113525
-76.01638995682353,-76.11638995682353,-76.01638995682353,-228.1491698704706,4550,113775
-73.8241905022087,-74.2241905022087,-73.5241905022087,-221.57257150662608,4560,114025
-80.97866776580699,-79.778667765807,-81.078667765807,-241.83600329742097,4570,114275
-71.81545786656342,-72.21545786656341,-72.21545786656341,-216.24637359969023,4580,114525
-75.2173223240382,-75.4173223240382,-75.6173223240382,-226.2519669721146,4590,114775
-70.80154246233548,-70.60154246233547,-70.30154246233548,-211.70462738700644,4600,115025
-68.74369141590168,-68.34369141590169,-68.74369141590168,-205.83107424770506,4610,115275
-67.03106403198723,-66.93106403198723,-66.73106403198723,-200.6931920959617,4620,115525
-66.69444682231196,-67.19444682231196,-67.99444682231197,-201.8833404669359,4630,115775
-73.45566554022602,-73.45566554022602,-73.75566554022603,-220.66699662067808,4640,116025
-61.681236418171025,-60.68123641817101,-61.681236418171025,-184.04370925451303,4650,116275
-65.63731797486965,-66.23731797486964,-66.83731797486965,-198.71195392460893,4660,116525
-67.40772474225776,-68.40772474225776,-68.20772474225775,-204.02317422677328,4670,116775
-67.96305026949253,-67.46305026949253,-66.56305026949254,-201.9891508084776,4680,117025
-70.32430231512356,-71.02430231512355,-69.52430231512355,-210.8729069453707,4690,117275
-69.76549079952235,-69.96549079952236,-69.66549079952236,-209.39647239856703,4700,117525
-69.1401055706078,-69.8401055706078,-69.8401055706078,-208.8203167118234,4710,117775
-63.59017751609265,-63.39017751609265,-63.59017751609265,-190.57053254827795,4720,118025
-72.12857649200711,-71.8285764920071,-71.32857649200712,-215.28572947602134,4730,118275
-67.39548263925099,-66.89548263925099,-66.79548263925099,-201.08644791775296,4740,118525
-72.65564191502179,-73.0556419150218,-72.85564191502179,-218.56692574506536,4750,118775
-68.06933322274197,-67.56933322274197,-68.26933322274198,-203.90799966822593,4760,119025
-64.67764902155064,-64.37764902155064,-64.67764902155064,-193.7329470646519,4770,119275
-65.83356018866448,-66.23356018866448,-64.93356018866447,-197.00068056599343,4780,119525
-68.42561797538725,-68.22561797538725,-68.32561797538725,-204.97685392616177,4790,119775
-67.26677442260186,-65.66677442260186,-66.56677442260187,-199.50032326780558,4800,120025
-68.88218113006658,-68.48218113006659,-68.28218113006659,-205.64654339019975,4810,120275
-73.08455251801884,-71.68455251801883,-71.88455251801884,-216.6536575540565,4820,120525
-68.93910716785892,-69.43910716785892,-67.83910716785894,-206.21732150357678,4830,120775
-67.38405465439504,-67.68405465439506,-64.68405465439506,-199.75216396318515,4840,121025
-69.24211074741906,-69.34211074741907,-68.24211074741906,-206.8263322422572,4850,121275
-67.8989848465414,-66.99898484654139,-67.8989848465414,-202.79695453962418,4860,121525
-70.7923134406753,-70.0923134406753,-70.5923134406753,-211.47694032202588,4870,121775
-70.87798943054729,-70.7779894305473,-70.37798943054729,-212.03396829164186,4880,122025
-64.9722412800522,-66.6722412800522,-66.2722412800522,-197.9167238401566,4890,122275
-69.03587677889612,-69.43587677889613,-69.23587677889613,-207.70763033668837,4900,122525
-65.65936962753996,-67.55936962753995,-67.85936962753996,-201.0781088826199,4910,122775
-62.94946493387838,-63.34946493387838,-62.54946493387838,-188.84839480163515,4920,123025
-70.24699499954086,-70.24699499954086,-70.24699499954086,-210.74098499862257,4930,123275
-66.41799490851336,-66.61799490851337,-66.61799490851337,-199.6539847255401,4940,123525
-62.491885106669145,-63.19188510666915,-63.29188510666914,-188.97565532000743,4950,123775
-67.73585799489851,-66.73585799489851,-66.4358579948985,-200.9075739846955,4960,124025
-64.8213462505071,-63.82134625050711,-65.8213462505071,-194.46403875152131,4970,124275
-69.59161040512143,-70.49161040512142,-70.29161040512142,-210.37483121536425,4980,124525
-66.98927661510022,-66.98927661510022,-66.88927661510021,-200.86782984530066,4990,124775
-64.72256227795512,-64.72256227795512,-64.92256227795512,-194.36768683386538,5000,125025
-66.10742748149752,-66.40742748149752,-66.00742748149752,-198.52228244449256,5010,125275
-64.44176531343302,-64.74176531343302,-62.84176531343303,-192.02529594029906,5020,125525
-70.23968342984803,-70.23968342984801,-69.63968342984802,-210.11905028954408,5030,125775
-70.26602803300656,-69.96602803300657,-70.36602803300657,-210.5980840990197,5040,126025
-65.59827235677125,-66.09827235677125,-66.49827235677125,-198.19481707031372,5050,126275
-76.43204053306229,-75.2320405330623,-75.5320405330623,-227.19612159918688,5060,126525
-76.29914354886903,-76.59914354886902,-76.39914354886903,-229.29743064660707,5070,126775
-65.73653703352568,-66.73653703352568,-66.73653703352568,-199.20961110057704,5080,127025
-69.6860539111482,-68.88605391114821,-69.1860539111482,-207.75816173344464,5090,127275
-65.2699436331508,-67.16994363315082,-66.96994363315082,-199.40983089945246,5100,127525
-68.38097453871714,-68.18097453871715,-68.38097453871714,-204.94292361615143,5110,127775
-66.46598105652434,-66.76598105652434,-67.06598105652435,-200.29794316957305,5120,128025
-65.01772468080134,-65.51772468080134,-64.81772468080133,-195.353174042404,5130,128275
-69.56677652245392,-70.26677652245391,-69.56677652245392,-209.40032956736178,5140,128525
-66.59180989299212,-66.39180989299211,-67.79180989299212,-200.77542967897634,5150,128775
-74.48255464381927,-74.68255464381927,-73.28255464381928,-222.44766393145784,5160,129025
-64.11115126472446,-65.61115126472446,-65.41115126472445,-195.13345379417336,5170,129275
-67.57139295400584,-67.57139295400583,-67.77139295400583,-202.91417886201754,5180,129525
-70.29081057631556,-70.09081057631556,-69.99081057631557,-210.37243172894668,5190,129775
-72.45777413025733,-72.05777413025734,-72.45777413025733,-216.973322390772,5200,130025
-67.05593856675387,-66.85593856675386,-66.25593856675387,-200.1678157002616,5210,130275
-70.06539374003542,-70.56539374003542,-69.36539374003542,-209.99618122010625,5220,130525
-69.67857765501256,-70.17857765501256,-67.77857765501255,-207.63573296503765,5230,130775
-65.45854342059025,-65.45854342059025,-65.25854342059024,-196.17563026177072,5240,131025
-72.77475188732696,-73.07475188732695,-72.57475188732695,-218.42425566198085,5250,131275
-68.78057246995762,-68.88057246995763,-68.78057246995762,-206.44171740987287,5260,131525
-79.05468709689978,-78.45468709689979,-78.95468709689979,-236.46406129069936,5270,131775
-71.34100251228554,-70.84100251228554,-71.74100251228553,-213.92300753685657,5280,132025
-77.3943679988344,-77.1943679988344,-76.9943679988344,-231.58310399650318,5290,132275
-72.49141152099553,-72.29141152099554,-72.89141152099555,-217.6742345629866,5300,132525
-73.23804095158621,-73.73804095158621,-73.53804095158621,-220.51412285475863,5310,132775
-71.99176587606243,-71.99176587606243,-71.99176587606243,-215.97529762818726,5320,133025
-70.96404279166742,-70.96404279166742,-70.86404279166742,-212.79212837500228,5330,133275
-71.35643625431676,-71.45643625431676,-70.15643625431676,-212.96930876295028,5340,133525
-75.16977670210697,-77.16977670210697,-76.56977670210696,-228.90933010632088,5350,133775
-74.69401061459618,-74.29401061459617,-73.19401061459618,-222.18203184378854,5360,134025
-67.16860063586753,-67.36860063586754,-66.76860063586754,-201.3058019076026,5370,134275
-65.42387723757206,-67.12387723757206,-67.22387723757205,-199.7716317127162,5380,134525
-68.11475573937834,-68.11475573937834,-66.71475573937833,-202.94426721813502,5390,134775
-65.872305073261,-65.872305073261,-64.67230507326101,-196.41691521978302,5400,135025
-63.69036396848715,-63.79036396848714,-62.990363968487145,-190.47109190546144,5410,135275
-64.3083863856287,-63.5083863856287,-64.3083863856287,-192.1251591568861,5420,135525
-70.411636929567,-70.21163692956699,-71.111636929567,-211.73491078870103,5430,135775
-72.95542527445613,-72.75542527445614,-72.15542527445614,-217.86627582336843,5440,136025
-70.2231026571528,-69.7231026571528,-69.8231026571528,-209.76930797145843,5450,136275
-68.63798071286274,-68.93798071286275,-66.13798071286274,-203.71394213858827,5460,136525
-65.00526345052134,-66.20526345052134,-65.60526345052133,-196.815790351564,5470,136775
-62.27665769618875,-61.77665769618875,-62.37665769618875,-186.42997308856624,5480,137025
-67.4100410572303,-67.9100410572303,-67.9100410572303,-203.23012317169088,5490,137275
-68.13935520533035,-70.23935520533034,-70.23935520533034,-208.61806561599104,5500,137525
-66.76771207403576,-66.56771207403577,-66.36771207403577,-199.70313622210728,5510,137775
-62.972376292025594,-63.87237629202559,-63.17237629202559,-190.01712887607678,5520,138025
-68.41477450574754,-67.81477450574754,-67.71477450574754,-203.94432351724262,5530,138275
-58.0462982877732,-57.846298287773195,-58.2462982877732,-174.1388948633196,5540,138525
-69.23356100855413,-69.53356100855413,-68.13356100855415,-206.90068302566243,5550,138775
-76.24535574963922,-76.74535574963922,-77.24535574963922,-230.23606724891766,5560,139025
-65.29824147520003,-65.29824147520003,-64.99824147520003,-195.59472442560008,5570,139275
-61.20289799770393,-60.80289799770393,-61.20289799770393,-183.20869399311178,5580,139525
-67.08009062050363,-65.78009062050361,-66.98009062050362,-199.84027186151087,5590,139775
-69.96996769885361,-69.56996769885362,-69.66996769885361,-209.20990309656082,5600,140025
-67.29322680852536,-68.09322680852536,-68.29322680852536,-203.67968042557607,5610,140275
-68.0959126016123,-67.99591260161228,-67.79591260161229,-203.88773780483683,5620,140525
-68.80538761823166,-68.90538761823166,-68.60538761823166,-206.316162854695,5630,140775
-65.4981936156688,-67.9981936156688,-67.7981936156688,-201.29458084700642,5640,141025
-66.73332009683396,-67.63332009683396,-67.43332009683397,-201.7999602905019,5650,141275
-73.83902664808915,-74.63902664808914,-72.73902664808915,-221.21707994426743,5660,141525
-60.407639138963575,-60.40763913896359,-60.10763913896359,-180.92291741689073,5670,141775
-73.67970988935855,-75.37970988935855,-75.57970988935855,-224.63912966807567,5680,142025
-60.631081138621525,-60.731081138621526,-59.83108113862153,-181.19324341586457,5690,142275
-69.78650846313877,-68.68650846313878,-68.18650846313878,-206.65952538941633,5700,142525
-65.96725875698618,-66.06725875698619,-64.36725875698619,-196.40177627095858,5710,142775
-65.15979152302478,-65.15979152302478,-64.85979152302477,-195.17937456907433,5720,143025
-68.75807190501003,-68.25807190501001,-68.25807190501003,-205.2742157150301,5730,143275
-68.16869930259544,-70.76869930259544,-67.66869930259544,-206.6060979077863,5740,143525
-63.112344313355365,-62.212344313355366,-63.01234431335537,-188.33703294006608,5750,143775
-67.48387566247993,-66.68387566247993,-67.28387566247993,-201.4516269874398,5760,144025
-67.54447561384058,-68.74447561384058,-66.84447561384057,-203.13342684152173,5770,144275
-67.77779356031245,-67.47779356031245,-65.37779356031244,-200.63338068093734,5780,144525
-63.08116429719293,-62.981164297192926,-62.481164297192926,-188.54349289157875,5790,144775
-69.41408904175218,-69.61408904175218,-69.31408904175217,-208.3422671252565,5800,145025
-64.87160034632139,-64.27160034632138,-64.77160034632138,-193.91480103896416,5810,145275
-67.69144800391499,-68.89144800391499,-68.69144800391499,-205.27434401174497,5820,145525
-66.4456667145474,-66.4456667145474,-66.2456667145474,-199.13700014364218,5830,145775
-62.7407710327927,-62.4407710327927,-63.1407710327927,-188.32231309837812,5840,146025
-66.1502832221498,-68.25028322214979,-67.6502832221498,-202.05084966644935,5850,146275
-65.55363890675889,-63.85363890675889,-65.15363890675889,-194.56091672027665,5860,146525
-62.71386927943146,-62.91386927943146,-62.613869279431455,-188.24160783829439,5870,146775
-74.87682956370922,-75.57682956370923,-75.07682956370923,-225.5304886911277,5880,147025
-64.87914398525157,-64.67914398525157,-63.879143985251574,-193.4374319557547,5890,147275
-67.03756560221213,-66.73756560221213,-67.03756560221213,-200.81269680663635,5900,147525
-71.34237414768583,-71.34237414768583,-70.74237414768584,-213.4271224430575,5910,147775
-69.9879467828716,-68.8879467828716,-70.3879467828716,-209.2638403486148,5920,148025
-66.25140016153455,-65.75140016153455,-64.95140016153455,-196.95420048460363,5930,148275
-71.31915314965912,-71.61915314965911,-70.31915314965912,-213.25745944897736,5940,148525
-72.86958993755994,-72.56958993755993,-73.16958993755993,-218.60876981267978,5950,148775
-69.1980316455312,-68.9980316455312,-68.1980316455312,-206.3940949365936,5960,149025
-68.29388393032059,-68.49388393032059,-68.1938839303206,-204.98165179096176,5970,149275
-67.76482464303048,-67.26482464303048,-65.46482464303048,-200.4944739290914,5980,149525
-63.61636514326951,-63.51636514326951,-63.01636514326951,-190.14909542980854,5990,149775
-61.34839553987134,-62.24839553987134,-62.54839553987134,-186.145186619614,6000,150025
-66.29867801569709,-66.29867801569709,-66.29867801569709,-198.8960340470913,6010,150275
-63.47951579582345,-63.879515795823444,-64.27951579582344,-191.63854738747037,6020,150525
-69.59969607098886,-70.09969607098886,-69.69969607098885,-209.39908821296657,6030,150775
-65.55639129772581,-65.6563912977258,-63.9563912977258,-195.1691738931774,6040,151025
-70.18139172151083,-70.38139172151084,-68.68139172151083,-209.2441751645325,6050,151275
-70.2016324793224,-70.00163247932241,-69.7016324793224,-209.9048974379672,6060,151525
-67.34391420848883,-66.94391420848883,-67.44391420848883,-201.7317426254665,6070,151775
-65.65591686435988,-66.15591686435988,-64.45591686435988,-196.26775059307965,6080,152025
-64.93160492760794,-65.33160492760794,-65.03160492760793,-195.29481478282383,6090,152275
-67.32450851911608,-66.3245085191161,-66.3245085191161,-199.97352555734824,6100,152525
-63.677726388151505,-63.47772638815151,-62.87772638815151,-190.03317916445454,6110,152775
-66.85202663320142,-65.25202663320142,-66.65202663320142,-198.75607989960426,6120,153025
-65.86314423889453,-65.36314423889453,-65.66314423889455,-196.88943271668364,6130,153275
-67.07009904793567,-66.27009904793567,-67.07009904793567,-200.410297143807,6140,153525
-71.42158195260144,-71.12158195260145,-70.72158195260144,-213.26474585780434,6150,153775
-68.96166263986471,-69.0616626398647,-69.26166263986471,-207.28498791959413,6160,154025
-69.24249721321708,-68.94249721321708,-69.24249721321708,-207.42749163965124,6170,154275
-65.7914870891853,-65.6914870891853,-64.6914870891853,-196.1744612675559,6180,154525
-74.5435287732046,-73.6435287732046,-71.94352877320459,-220.13058631961377,6190,154775
-63.387096700884214,-63.487096700884216,-62.68709670088422,-189.56129010265266,6200,155025
-59.98366833369524,-60.58366833369524,-60.183668333695245,-180.75100500108573,6210,155275
-67.5825979231906,-67.0825979231906,-66.6825979231906,-201.3477937695718,6220,155525
-65.65725884270138,-64.55725884270137,-65.85725884270138,-196.07177652810415,6230,155775
-69.22156782882584,-69.32156782882585,-66.52156782882585,-205.06470348647753,6240,156025
-64.03538173810742,-64.03538173810742,-64.03538173810742,-192.10614521432223,6250,156275
-64.75782971154399,-65.457829711544,-65.457829711544,-195.67348913463198,6260,156525
-69.46783589767496,-68.86783589767495,-66.36783589767495,-204.70350769302485,6270,156775
-61.18840988942186,-59.88840988942186,-60.78840988942185,-181.86522966826556,6280,157025
-68.31524591241266,-68.51524591241267,-68.51524591241267,-205.34573773723795,6290,157275
-64.68440827982336,-63.68440827982336,-64.38440827982336,-192.75322483947008,6300,157525
-69.26242828239863,-67.36242828239862,-68.86242828239862,-205.48728484719587,6310,157775
-63.015795606962364,-62.515795606962364,-62.91579560696236,-188.4473868208871,6320,158025
-71.677541998328,-71.477541998328,-72.677541998328,-215.83262599498397,6330,158275
-66.17423516695024,-66.17423516695024,-66.67423516695024,-199.02270550085072,6340,158525
-62.87734762828685,-62.67734762828685,-63.07734762828685,-188.63204288486054,6350,158775
-63.929232971895814,-62.62923297189582,-62.12923297189582,-188.68769891568746,6360,159025
-62.956544407378104,-61.956544407378104,-62.6565444073781,-187.5696332221343,6370,159275
-67.89848258807608,-67.39848258807608,-68.49848258807609,-203.79544776422824,6380,159525
-62.184504547722796,-62.084504547722794,-61.28450454772279,-185.5535136431684,6390,159775
-65.01026657340358,-64.41026657340359,-65.01026657340358,-194.43079972021079,6400,160025
-74.09433360588568,-73.99433360588567,-73.29433360588567,-221.383000817657,6410,160275
-72.03159293990815,-71.63159293990815,-71.23159293990815,-214.89477881972442,6420,160525
-67.4065890851386,-66.7065890851386,-67.4065890851386,-201.51976725541581,6430,160775
-67.74209380108812,-66.84209380108811,-68.44209380108812,-203.02628140326436,6440,161025
-64.33690960515169,-63.73690960515169,-64.33690960515169,-192.41072881545506,6450,161275
-70.24109696834378,-69.94109696834379,-70.5410969683438,-210.72329090503135,6460,161525
-72.23866899699178,-72.73866899699178,-72.53866899699179,-217.51600699097534,6470,161775
-74.28453784865378,-72.38453784865378,-74.2845378486538,-220.95361354596133,6480,162025
-64.70234665600319,-64.70234665600319,-64.20234665600319,-193.6070399680096,6490,162275
-70.2561694003879,-69.0561694003879,-70.05616940038792,-209.3685082011637,6500,162525
-66.8100323079216,-67.3100323079216,-67.3100323079216,-201.43009692376478,6510,162775
-64.6742136173097,-65.4742136173097,-65.57421361730971,-195.7226408519291,6520,163025
-65.16434110330965,-64.66434110330965,-64.96434110330965,-194.79302330992897,6530,163275
-64.06858211848565,-64.26858211848565,-64.26858211848567,-192.60574635545697,6540,163525
-67.39114237410034,-66.49114237410035,-67.69114237410034,-201.573427122301,6550,163775
-60.24214230362294,-59.84214230362293,-60.94214230362294,-181.0264269108688,6560,164025
-65.33457769360953,-65.93457769360953,-65.73457769360952,-197.00373308082857,6570,164275
-71.75656244646933,-69.35656244646933,-72.05656244646933,-213.16968733940797,6580,164525
-62.84756221139819,-62.84756221139819,-62.94756221139819,-188.64268663419458,6590,164775
-65.01875352516959,-64.11875352516958,-63.418753525169585,-192.55626057550876,6600,165025
-70.08250932652234,-68.48250932652233,-68.38250932652234,-206.94752797956698,6610,165275
-65.29873014405095,-65.09873014405096,-64.99873014405095,-195.39619043215288,6620,165525
-59.80829108412867,-59.80829108412867,-60.108291084128666,-179.72487325238598,6630,165775
-64.7436180714508,-64.7436180714508,-63.7436180714508,-193.2308542143524,6640,166025
-65.64591379113139,-65.84591379113138,-64.74591379113139,-196.23774137339416,6650,166275
-67.09163766698316,-69.29163766698316,-69.49163766698317,-205.87491300094948,6660,166525
