Play 1,Play 2,Return,total_numsteps
5.836767,-8.569944,-11.571559,63
6.896441,-6.1112185,-12.689787,64
5.491399,-2.307137,-10.428531,65
0.86325234,0.7978151,-6.043768,66
-4.9228745,1.8615549,-4.1855006,67
-5.672374,1.0510473,-3.2948673,68
-3.2812686,-0.43692932,-2.1133914,69
2.4764993,-1.6637058,-5.958125,70
7.249866,-2.4689379,-13.908045,71
8.370874,-3.1462383,-16.197042,72
8.506571,-3.4178174,-16.43829,73
7.5331535,-3.268219,-14.229243,74
4.307247,-2.882806,-8.098433,75
-1.7192508,-2.334221,-1.5884173,76
-6.6147776,-1.6800122,-1.2115401,77
-7.835984,-0.8560294,-2.2413597,78
-6.9452353,-0.32146674,-2.28201,79
-4.085084,-0.17108843,-2.1471522,80
0.11783976,-0.1428865,-4.4252295,81
4.2288485,-0.08190521,-9.720826,82
5.2850537,0.14307356,-11.754092,83
4.6331687,0.26476753,-10.712509,84
2.8686428,0.3506574,-8.048451,85
0.27567393,0.4622814,-5.1261554,86
-1.9388483,0.3731751,-3.3992593,87
-1.9881566,0.18947396,-3.2001636,88
-0.9657446,0.23467137,-3.8824005,89
0.5484242,0.42921588,-5.356569,90
1.0752257,0.57079893,-6.0393043,91
1.5354171,0.5606148,-6.545076,92
2.1125271,0.6478843,-7.332145,93
2.3221257,0.8858799,-7.845075,94
3.2552836,1.1463218,-7.8948708,95
3.7858448,0.98354197,-7.6061077,96
3.8123903,0.52206403,-9.61346,97
3.6600118,-0.2554233,-8.667271,98
3.294662,-0.9867709,-7.5473275,99
2.139288,-1.2296365,-5.794229,100
1.1019574,-1.040232,-4.7034354,101
0.7958336,-0.66081226,-4.6595764,102
0.21353659,-0.1156625,-4.536686,103
-0.36122414,0.42346376,-4.527307,104
0.11371738,0.887035,-5.4050927,105
1.202811,1.2379504,-6.878836,106
2.4736443,1.3228247,-8.518531,107
3.2049031,1.1918305,-7.7245274,108
3.8116384,0.8764343,-8.415997,109
4.047868,0.51004094,-9.975509,110
3.6491518,0.28358495,-9.131032,111
3.3325696,0.05336545,-8.441619,112
2.9085836,-0.059254948,-7.7294803,113
2.4760344,-0.054448545,-7.142183,114
1.9154966,-0.065967694,-6.415002,115
1.3522364,-0.18013245,-5.651736,116
1.4713058,-0.2167017,-5.756244,117
1.7933912,-0.16021726,-6.184325,118
2.2779546,-0.040624693,-6.8945804,119
2.3787384,0.114993155,-7.1652384,120
2.4838452,0.17508131,-7.3590584,121
2.2110124,0.19563666,-7.0216303,122
1.9696097,0.24012284,-6.7586093,123
1.4053209,0.18912585,-6.0404596,124
0.9280417,0.036356963,-5.3783617,125
1.0861455,-0.12537737,-5.4047213,126
1.749453,-0.19620797,-6.1005807,127
2.3995817,-0.34115896,-6.7963214,128
2.492056,-0.30738086,-6.9468064,129
2.212794,-0.17592372,-6.692987,130
2.0799758,-0.19784573,-6.505489,131
1.6127284,-0.41546994,-5.755208,132
0.96735716,-0.6467354,-4.8498015,133
1.0434839,-0.6552601,-4.9244857,134
1.4533721,-0.5775437,-5.440367,135
1.9247335,-0.402371,-6.1413445,136
2.3074608,-0.27319002,-6.7325974,137
2.5252695,-0.056625605,-7.2059226,138
2.3276594,0.21270932,-7.1881723,139
2.0844061,0.32307234,-6.9799027,140
1.8634386,0.40789616,-6.786856,141
1.2584268,0.52031946,-6.1903853,142
0.6860644,0.5527236,-5.6145835,143
0.44692454,0.45600992,-5.283292,144
0.7722051,0.28294685,-5.442479,145
1.5269186,0.05750046,-6.060353,146
2.273698,-0.038233075,-6.8911834,147
2.5509026,-0.026558347,-7.266778,148
2.317255,0.19730689,-7.160375,149
1.6664535,0.3086882,-6.455446,150
1.177199,0.56723595,-6.1468363,151
1.0254762,0.71172595,-6.1271276,152
1.1822463,0.80940783,-6.397279,153
1.2609245,0.68636507,-6.358571,154
1.1866889,0.49905217,-6.0901947,155
1.3346176,0.29305083,-6.057224,156
1.3461218,0.14529595,-5.933096,157
1.1399345,0.05027254,-5.618138,158
1.0124682,-0.037850622,-5.402018,159
0.8415249,-0.18060045,-5.0977798,160
0.43309075,-0.17898215,-4.6898394,161
-0.0027650967,-0.10728497,-4.347646,162
-0.3432535,-0.032344732,-4.1211457,163
-0.285253,0.101906344,-4.2896256,164
0.18034881,0.22215953,-4.809508,165
0.7820973,0.34659928,-5.51278,166
1.4556267,0.4133492,-6.3092856,167
2.2022219,0.42476857,-7.226677,168
2.4138758,0.4040178,-7.481685,169
2.4500606,0.4276435,-7.552242,170
2.081357,0.36479625,-7.0157027,171
1.8176014,0.19910736,-6.5342574,172
1.3721508,0.045581684,-5.872196,173
1.1931505,-0.04438656,-5.592286,174
0.9458732,-0.12412083,-5.255788,175
0.51555896,-0.20139112,-4.750937,176
0.21738513,-0.27725396,-4.4022613,177
0.11088875,-0.3746721,-4.223542,178
0.05614413,-0.48952055,-4.0808024,179
0.13899001,-0.47864872,-4.1646075,180
0.40182415,-0.33666256,-4.526793,181
0.5432525,-0.13475305,-4.835402,182
0.54516214,0.05185648,-5.001785,183
0.6735841,0.24372709,-5.305443,184
0.6664986,0.33648747,-5.3855386,185
0.58019674,0.32091695,-5.2845116,186
0.4788442,0.27044347,-5.137361,187
0.41597438,0.19320072,-5.0046325,188
0.29002434,0.24111682,-4.9292145,189
0.12280925,0.22820295,-4.7624254,190
0.06129242,0.25240043,-4.7292795,191
0.10608972,0.202552,-4.7234397,192
0.18730733,0.1178345,-4.720035,193
0.33150685,-0.016435537,-4.7343,194
0.4830166,-0.07647535,-4.827072,195
0.6729471,-0.17243573,-4.9322405,196
0.9913553,-0.21096978,-5.229436,197
1.2273088,-0.26604015,-5.4390893,198
1.3009424,-0.42718166,-5.3877816,199
1.3635635,-0.5092266,-5.392177,200
1.6082865,-0.5065408,-5.6765,201
1.8752863,-0.42959705,-6.0585017,202
1.8081732,-0.36168483,-6.0324616,203
1.8757405,-0.22185683,-6.231685,204
1.8975842,-0.06294025,-6.395664,205
1.8689626,0.05828591,-6.468347,206
1.7633674,0.15210332,-6.4255385,207
1.5599328,0.26898664,-6.2928843,208
1.400432,0.30426928,-6.142294,209
1.1610181,0.2659533,-5.8389697,210
0.996822,0.20633537,-5.6060266,211
0.9451913,0.14818804,-5.497701,212
0.9170291,0.13658866,-5.457402,213
0.866861,0.16552079,-5.431348,214
0.8775754,0.22318743,-5.4957848,215
0.93385726,0.19213253,-5.526125,216
1.0149665,0.14413251,-5.568171,217
1.0797429,0.13031822,-5.6251945,218
0.97445756,0.14695702,-5.5275836,219
0.9455868,0.11196096,-5.46508,220
0.9195188,0.042683143,-5.3750544,221
0.7988923,-0.0069456073,-5.205133,222
0.77918804,0.04000164,-5.226723,223
0.7919117,0.050879836,-5.2495675,224
0.88697743,0.010598387,-5.3122306,225
0.9357041,-0.068808414,-5.293266,226
0.9837456,-0.124783844,-5.295373,227
0.9775439,-0.11774417,-5.2948847,228
1.1412637,-0.12237668,-5.4672294,229
1.3118634,-0.07275398,-5.6993227,230
1.3435073,-0.04860409,-5.756125,231
1.3535434,-0.041378386,-5.7738166,232
1.2459733,-0.025934644,-5.666979,233
1.0948354,0.018301256,-5.5404773,234
0.9359157,0.022549454,-5.3743205,235
0.77447367,0.04494276,-5.2263107,236
0.63594514,0.101864114,-5.137147,237
0.505149,0.16263485,-5.063063,238
0.4777308,0.2035496,-5.073997,239
0.5495181,0.2660483,-5.202526,240
0.61972904,0.3537242,-5.3549967,241
0.6375119,0.47687557,-5.4913516,242
0.66512436,0.50388175,-5.5454535,243
0.77865475,0.5331608,-5.689664,244
1.0053896,0.57145935,-5.9649653,245
1.1859386,0.60747045,-6.1964054,246
1.5193558,0.6652764,-6.630876,247
1.7470944,0.71544766,-6.9501877,248
1.6844238,0.74026114,-6.9006333,249
1.7203326,0.72187126,-6.9246826,250
1.6344534,0.66817236,-6.768369,251
1.4627831,0.6608949,-6.5611815,252
1.4761382,0.69064593,-6.606561,253
1.3560731,0.8004011,-6.581718,254
1.2894137,0.79686457,-6.503143,255
1.0859195,0.7923818,-6.274676,256
0.9242833,0.7581187,-6.0669394,257
