A1 Return,A2 Return,A3 Return,Agent 1 Prediction Loss,Agent 2 Prediction Loss,Agent 3 Prediction Loss,Total Return,alpha0,alpha1,alpha2,belief_loss0,belief_loss1,belief_loss2,critic_loss0,critic_loss1,critic_loss2,ent0,ent1,ent2,policy_loss0,policy_loss1,policy_loss2,total_episode,total_numsteps
-68.00694638326546,-67.30694638326545,-67.50694638326546,0.01085495859850198,0.01258099580090493,0.014933056050911546,-202.8208391497964,1.0,1.0,1.0,-64.02616882324219,-63.677398681640625,-64.77477645874023,0.3309898376464844,0.5121487379074097,0.4579574167728424,-1.3300707340240479,-1.3104839324951172,-1.3115813732147217,-32.47124099731445,-32.120323181152344,-32.48936080932617,120,3025
-67.10355942581131,-67.10355942581131,-67.10355942581131,0.01143971805088222,0.016683103857561946,0.009341226443648338,-201.3106782774339,1.0,1.0,1.0,-67.78740692138672,-68.00770950317383,-67.73978805541992,0.39952102303504944,0.4301428496837616,0.3831622302532196,-1.2978986501693726,-1.3112187385559082,-1.3288040161132812,-34.12559509277344,-33.994346618652344,-33.95814514160156,130,3275
-68.47803454969008,-67.67803454969007,-68.47803454969008,0.009257613389287144,0.012510011210804806,0.015063266915269196,-204.63410364907023,1.0,1.0,1.0,-70.82352828979492,-70.71229553222656,-70.30274200439453,0.4960234463214874,0.4289029538631439,0.45405879616737366,-1.3081268072128296,-1.295814871788025,-1.334998369216919,-35.318111419677734,-35.447540283203125,-35.34383010864258,140,3525
-75.47335061430495,-76.17335061430495,-76.87335061430494,0.014396320587955416,0.01378045845683664,0.012995839756214992,-228.52005184291482,1.0,1.0,1.0,-72.67605209350586,-72.34173583984375,-73.89365768432617,0.475254625082016,0.4941234588623047,0.5340566635131836,-1.3124805688858032,-1.3090919256210327,-1.3025649785995483,-36.586524963378906,-36.37711715698242,-36.970943450927734,150,3775
-69.51562607847568,-69.41562607847568,-68.81562607847567,0.011789968757890165,0.012842062872252428,0.014203520551789552,-207.74687823542703,1.0,1.0,1.0,-74.59184265136719,-75.51191711425781,-75.33782196044922,0.6534606218338013,0.5428144335746765,0.43028146028518677,-1.3082845211029053,-1.2977423667907715,-1.2872529029846191,-37.63911056518555,-37.56504440307617,-37.910728454589844,160,4025
-70.53870421132035,-70.23870421132035,-68.93870421132036,0.015105958050116896,0.014530308744404466,0.011424669690430165,-209.71611263396107,1.0,1.0,1.0,-77.47856903076172,-76.05306243896484,-76.65057754516602,0.5344947576522827,0.48203718662261963,0.5386365652084351,-1.3303017616271973,-1.296617865562439,-1.3038097620010376,-38.956993103027344,-38.29722595214844,-38.586692810058594,170,4275
-71.70802169755027,-73.20802169755027,-72.30802169755026,0.012321680163033307,0.009491154641844333,0.010426748523022979,-217.2240650926508,1.0,1.0,1.0,-78.87711715698242,-78.92737579345703,-79.10978317260742,0.5465179085731506,0.5476792454719543,0.5820996165275574,-1.3107318878173828,-1.2967355251312256,-1.2830098867416382,-39.492427825927734,-39.33029556274414,-39.709407806396484,180,4525
-71.60991524798382,-71.00991524798383,-71.80991524798382,0.009134256111923604,0.014789626336074434,0.012302282796241343,-214.4297457439515,1.0,1.0,1.0,-81.18143081665039,-81.87801742553711,-80.8612060546875,0.5734444856643677,0.5344781875610352,0.70518958568573,-1.3249871730804443,-1.2740904092788696,-1.2712841033935547,-40.96513366699219,-41.19466018676758,-40.47060775756836,190,4775
-68.06651711777319,-69.46651711777318,-69.46651711777318,0.013476549476035871,0.009321837252471595,0.009497004984295928,-206.99955135331956,1.0,1.0,1.0,-83.38837814331055,-82.19604110717773,-83.0565071105957,0.5165814757347107,0.6819562315940857,0.4847109019756317,-1.2698490619659424,-1.3070083856582642,-1.2612718343734741,-41.95000457763672,-40.978214263916016,-41.696800231933594,200,5025
-63.692212410070645,-62.49221241007065,-63.29221241007065,0.009530955733731389,0.013494341702433302,0.013773106005508453,-189.47663723021194,1.0,1.0,1.0,-85.58442687988281,-85.56366729736328,-85.14871978759766,0.551598072052002,0.5296748876571655,0.5119200348854065,-1.2953968048095703,-1.2569409608840942,-1.2644990682601929,-42.64635467529297,-42.741153717041016,-42.985084533691406,210,5275
-59.919255176487994,-60.21925517648799,-59.419255176487994,0.008112920938292517,0.010041151006473228,0.008841062323190272,-179.55776552946398,1.0,1.0,1.0,-86.07311248779297,-86.83381652832031,-84.99014663696289,0.6679717302322388,0.6679791808128357,0.6072025299072266,-1.2718849182128906,-1.274707317352295,-1.2412235736846924,-43.53476333618164,-43.136539459228516,-42.95869445800781,220,5525
-69.52428307854586,-70.52428307854586,-69.92428307854587,0.010367099496303126,0.010888974014203995,0.007658386199618689,-209.97284923563757,1.0,1.0,1.0,-87.91522979736328,-88.17882537841797,-86.3867073059082,0.5708615183830261,0.6024839282035828,0.5675719976425171,-1.287429690361023,-1.2826998233795166,-1.2590234279632568,-44.061134338378906,-44.10435104370117,-43.61194610595703,230,5775
-66.35860864254946,-66.15860864254947,-66.55860864254946,0.010739850899670273,0.009554591364692897,0.01118150450894609,-199.0758259276484,1.0,1.0,1.0,-88.41873550415039,-87.9148178100586,-88.68376159667969,0.6657806634902954,0.5774415731430054,0.7247660160064697,-1.3080421686172485,-1.2163468599319458,-1.273863673210144,-44.28937911987305,-44.0482063293457,-44.477935791015625,240,6025
-57.877739706087674,-58.477739706087675,-58.27773970608767,0.01226188281085342,0.008952160842716694,0.011027747842948884,-174.633219118263,1.0,1.0,1.0,-88.96796035766602,-89.68865203857422,-90.24000549316406,0.7003915309906006,0.6264996528625488,0.5948795080184937,-1.256091594696045,-1.2596209049224854,-1.274978518486023,-44.85203552246094,-44.903480529785156,-44.968116760253906,250,6275
-62.043676632591634,-60.94367663259161,-61.84367663259161,0.011284896505996584,0.010386628050822765,0.009275393842253834,-184.83102989777484,1.0,1.0,1.0,-89.84771347045898,-89.43741607666016,-90.31651306152344,0.6215764880180359,0.6690147519111633,0.647516667842865,-1.291478157043457,-1.2856426239013672,-1.279477596282959,-45.105831146240234,-44.65787887573242,-45.566619873046875,260,6525
-65.62054451733258,-65.02054451733258,-65.02054451733258,0.011448694588150829,0.008727573483833111,0.009334116343641653,-195.66163355199774,1.0,1.0,1.0,-90.81208801269531,-92.304443359375,-91.06477737426758,0.7739434838294983,0.6197933554649353,0.5988315343856812,-1.2637028694152832,-1.2783445119857788,-1.252410650253296,-45.5269775390625,-46.270790100097656,-45.89364242553711,270,6775
-68.02124938662102,-68.22124938662103,-67.22124938662103,0.00966190541384276,0.009054455834440887,0.008345987477106973,-203.4637481598631,1.0,1.0,1.0,-92.36783599853516,-91.36645889282227,-92.66389465332031,0.6501175761222839,0.6134194135665894,0.5904780030250549,-1.2165089845657349,-1.3053812980651855,-1.2619643211364746,-45.83442687988281,-45.853515625,-46.339473724365234,280,7025
-65.78283600085656,-65.78283600085656,-65.68283600085655,0.008836803562473506,0.008232003595447167,0.01069985492527485,-197.24850800256968,1.0,1.0,1.0,-92.5122184753418,-92.5100326538086,-93.02939224243164,0.7506261467933655,0.7144315242767334,0.6482464671134949,-1.2673778533935547,-1.2210443019866943,-1.2631237506866455,-46.54035568237305,-46.109134674072266,-46.97258758544922,290,7275
-56.355419092787464,-57.55541909278746,-57.25541909278746,0.009326997230644337,0.01219813660834916,0.005781196339987219,-171.1662572783624,1.0,1.0,1.0,-92.39251327514648,-92.9543571472168,-93.43201446533203,0.7351410984992981,0.7343971133232117,0.7834870219230652,-1.257230520248413,-1.284995198249817,-1.2448549270629883,-46.512962341308594,-46.43357849121094,-47.25507354736328,300,7525
-66.78621686156103,-66.48621686156102,-65.98621686156102,0.010227379728807136,0.007095740283373743,0.007328930884948932,-199.25865058468307,1.0,1.0,1.0,-94.17123031616211,-92.649658203125,-94.96314239501953,0.6269654631614685,0.7440595626831055,0.721691370010376,-1.2573641538619995,-1.2956652641296387,-1.2854353189468384,-46.867305755615234,-46.637264251708984,-47.664161682128906,310,7775
-65.31890333675912,-65.21890333675913,-65.51890333675912,0.00804181457310915,0.008490025938022882,0.009427465908112935,-196.05671001027738,1.0,1.0,1.0,-93.07868576049805,-94.05541229248047,-94.51303100585938,0.6850088834762573,0.8282477259635925,0.680025577545166,-1.2649991512298584,-1.2138452529907227,-1.267850637435913,-46.260623931884766,-47.40890121459961,-47.58699035644531,320,8025
-69.32640056096096,-67.12640056096095,-68.22640056096097,0.0074174892434384675,0.006766895724693313,0.008433760455809534,-204.67920168288288,1.0,1.0,1.0,-93.71600341796875,-93.56194686889648,-94.60858917236328,0.691624104976654,0.705576479434967,0.7019438743591309,-1.2489320039749146,-1.2515003681182861,-1.2473602294921875,-46.81658172607422,-47.01802444458008,-47.66970443725586,330,8275
-62.44924890140466,-62.04924890140465,-62.149248901404654,0.012408638081513346,0.008001204398227855,0.013528810241259634,-186.64774670421397,1.0,1.0,1.0,-97.82539749145508,-94.8736457824707,-95.70271682739258,0.7101612687110901,0.9167753458023071,0.6588984727859497,-1.246986746788025,-1.2767695188522339,-1.3067210912704468,-48.5052604675293,-48.087852478027344,-48.10513687133789,340,8525
-60.76421442370876,-60.564214423708755,-58.464214423708746,0.009393150120042264,0.009866169240791351,0.013807812465820461,-179.79264327112625,1.0,1.0,1.0,-96.3481330871582,-95.94710922241211,-96.53699493408203,0.7542906999588013,0.8982579708099365,0.8175037503242493,-1.2634127140045166,-1.2799832820892334,-1.2382502555847168,-48.24778366088867,-48.47351837158203,-48.41313171386719,350,8775
-66.35897669324928,-64.05897669324926,-66.25897669324927,0.009488246022723615,0.007792262254050002,0.00980628901621094,-196.67693007974782,1.0,1.0,1.0,-94.36808395385742,-95.98834991455078,-95.972900390625,0.705372154712677,0.8270312547683716,0.742479681968689,-1.2683022022247314,-1.279665470123291,-1.2228277921676636,-47.41633224487305,-47.97405242919922,-48.29130172729492,360,9025
-69.73971787535353,-68.53971787535352,-68.73971787535353,0.009028852416900919,0.007257138406392187,0.008979865339351818,-207.0191536260606,1.0,1.0,1.0,-95.77219009399414,-95.21593856811523,-95.99017715454102,0.732204794883728,0.8101339936256409,0.7507551312446594,-1.2276837825775146,-1.2520356178283691,-1.2726800441741943,-47.69831466674805,-47.85221481323242,-48.221336364746094,370,9275
-68.6276442621273,-68.32764426212731,-66.6276442621273,0.011180298763792961,0.012584667730028741,0.012110303874476813,-203.58293278638195,1.0,1.0,1.0,-97.1803092956543,-97.95327758789062,-96.86791610717773,0.6364260911941528,0.8208401799201965,0.7754918336868286,-1.2509636878967285,-1.2345243692398071,-1.268858790397644,-48.65825271606445,-49.356300354003906,-48.75707244873047,380,9525
-58.32829985847097,-58.628299858470974,-58.728299858470976,0.01010988641809672,0.010477968334802426,0.012616699130274356,-175.6848995754129,1.0,1.0,1.0,-96.71688079833984,-95.46656799316406,-97.07205963134766,0.5942517518997192,0.6894327402114868,0.6729620099067688,-1.2663170099258423,-1.281714677810669,-1.2268084287643433,-47.9685173034668,-48.396141052246094,-48.64679718017578,390,9775
-58.424153589129176,-58.824153589129175,-58.324153589129175,0.008263658726937137,0.011191398772411048,0.010136786385904997,-175.57246076738753,1.0,1.0,1.0,-97.07955932617188,-95.60261154174805,-96.37850952148438,0.7203225493431091,0.7687532305717468,0.7463836669921875,-1.2723524570465088,-1.2662999629974365,-1.227376103401184,-48.60000228881836,-48.37233352661133,-48.92555236816406,400,10025
-67.31029245301428,-67.51029245301429,-67.71029245301429,0.010897438729298301,0.009943406480830162,0.010012417820747941,-202.53087735904288,1.0,1.0,1.0,-96.75195693969727,-97.72565078735352,-97.14508819580078,0.731748104095459,0.7412947416305542,0.7407169342041016,-1.278428077697754,-1.2337504625320435,-1.2649956941604614,-48.34033203125,-49.22895050048828,-48.45259094238281,410,10275
-59.53005578806947,-60.230055788069464,-59.13005578806947,0.010401448511867783,0.01028950581792742,0.010983195452950895,-178.8901673642084,1.0,1.0,1.0,-98.04883575439453,-97.1973991394043,-95.98451614379883,0.7276852130889893,0.938003659248352,0.7756158709526062,-1.301268458366394,-1.2800663709640503,-1.2051469087600708,-49.15956115722656,-48.863563537597656,-47.924705505371094,420,10525
-66.69139837375849,-65.5913983737585,-65.19139837375849,0.0107875210957136,0.01233883756911382,0.011763975567999296,-197.47419512127547,1.0,1.0,1.0,-96.82126235961914,-98.14322662353516,-97.73986053466797,0.7726321220397949,0.8029203414916992,0.8262602090835571,-1.2418073415756226,-1.2254951000213623,-1.229506015777588,-48.91522979736328,-49.3162956237793,-48.803550720214844,430,10775
-59.269418343132585,-59.16941834313258,-58.66941834313259,0.007159769942052662,0.011211562315991614,0.012058251556009054,-177.10825502939775,1.0,1.0,1.0,-96.85169982910156,-96.23469543457031,-97.84306716918945,0.7981874942779541,0.9993104338645935,0.7506735324859619,-1.2697510719299316,-1.2485483884811401,-1.2686420679092407,-48.40981674194336,-48.35859680175781,-49.531883239746094,440,11025
-62.00309122308603,-62.70309122308603,-62.20309122308603,0.01247081680316478,0.01292045305937063,0.011093911786098034,-186.90927366925808,1.0,1.0,1.0,-96.01507949829102,-97.16658401489258,-97.78378295898438,0.7555769681930542,0.9159306883811951,0.7180008888244629,-1.267937421798706,-1.2836331129074097,-1.2990458011627197,-47.90260314941406,-48.61329650878906,-49.12366485595703,450,11275
-64.13307616403398,-63.53307616403398,-64.13307616403398,0.010886408598162233,0.01012138351541944,0.0128260430728551,-191.79922849210192,1.0,1.0,1.0,-98.15719223022461,-97.47897720336914,-97.20186233520508,0.9774835109710693,0.9218342304229736,0.7165917754173279,-1.2516915798187256,-1.2593252658843994,-1.2370202541351318,-48.60765838623047,-49.418922424316406,-48.7486572265625,460,11525
-64.59408208977808,-64.09408208977808,-64.49408208977809,0.010459630384575576,0.010695722875592764,0.014993185792583972,-193.18224626933426,1.0,1.0,1.0,-97.10836029052734,-96.44575881958008,-96.55266952514648,0.8529630899429321,0.8304704427719116,0.8481442928314209,-1.2647278308868408,-1.2844856977462769,-1.2615983486175537,-48.43632507324219,-48.58715057373047,-48.72806930541992,470,11775
-65.38904342530589,-63.889043425305886,-65.38904342530589,0.016846088335849344,0.012612346109235659,0.01374107763718348,-194.66713027591766,1.0,1.0,1.0,-96.92466735839844,-97.27816009521484,-95.60269546508789,0.9271991848945618,1.0090954303741455,0.8425822257995605,-1.2300370931625366,-1.2506062984466553,-1.219171166419983,-48.618099212646484,-48.945743560791016,-48.03794479370117,480,12025
-71.26300673325925,-69.66300673325925,-72.26300673325925,0.01495255628041923,0.01635466980841011,0.015900956785771997,-213.18902019977776,1.0,1.0,1.0,-96.70794296264648,-96.68309020996094,-96.86782455444336,0.7907991409301758,0.9553632736206055,0.8532712459564209,-1.2726391553878784,-1.3068528175354004,-1.2197620868682861,-48.2425537109375,-48.72310256958008,-48.49077606201172,490,12275
-68.54445182060311,-70.34445182060311,-69.44445182060312,0.014325587588362396,0.011504368827212601,0.012667039091698825,-208.33335546180933,1.0,1.0,1.0,-96.60013198852539,-95.15700149536133,-97.05081176757812,0.9611185789108276,0.7838823199272156,0.7822185754776001,-1.2417556047439575,-1.255373239517212,-1.2458314895629883,-47.55141067504883,-47.913230895996094,-49.03428268432617,500,12525
-69.1817461362312,-69.0817461362312,-69.28174613623119,0.012233329697162844,0.010279300654539839,0.01238441673340276,-207.5452384086936,1.0,1.0,1.0,-97.8504409790039,-96.5162239074707,-96.26155853271484,0.9132319688796997,0.8297691345214844,0.8244259357452393,-1.228851079940796,-1.2617430686950684,-1.2953264713287354,-48.68192672729492,-48.49961853027344,-48.32707977294922,510,12775
-63.28301794532924,-66.48301794532924,-65.88301794532924,0.008922441490925848,0.0111977976905182,0.012728869047830813,-195.64905383598773,1.0,1.0,1.0,-97.7644271850586,-96.93122100830078,-97.63402557373047,1.0367542505264282,0.8948854804039001,0.8775168061256409,-1.271079182624817,-1.247353196144104,-1.2722102403640747,-48.33956527709961,-48.507415771484375,-49.21459197998047,520,13025
-63.05592771993535,-62.455927719935346,-63.75592771993534,0.01228605003352277,0.013832568397279829,0.017169311180710793,-189.26778315980604,1.0,1.0,1.0,-95.46345520019531,-95.12392044067383,-97.69530868530273,0.8077086210250854,0.8719353079795837,0.8364973664283752,-1.2666505575180054,-1.3079314231872559,-1.27023184299469,-47.82902526855469,-47.804161071777344,-48.7831916809082,530,13275
-54.09585467105577,-54.59585467105577,-54.39585467105577,0.010919310823548585,0.010683159513864665,0.01058263031009119,-163.0875640131673,1.0,1.0,1.0,-97.3416862487793,-96.28511810302734,-96.68914031982422,0.9925745725631714,0.8570547699928284,0.9160505533218384,-1.2559694051742554,-1.2780134677886963,-1.2465276718139648,-48.66522979736328,-48.40407943725586,-48.50933837890625,540,13525
-64.05757524161832,-65.05757524161832,-65.25757524161833,0.01268992525804788,0.009903107264544814,0.011014407424489036,-194.372725724855,1.0,1.0,1.0,-95.96358489990234,-95.5307846069336,-95.76866912841797,0.8867650628089905,0.9060767292976379,0.748889148235321,-1.2141859531402588,-1.3080264329910278,-1.2358224391937256,-48.1574592590332,-48.20131301879883,-47.86466598510742,550,13775
-59.026678324758805,-58.526678324758805,-58.8266783247588,0.01026457334915176,0.012643012488028035,0.010677143723005428,-176.38003497427638,1.0,1.0,1.0,-96.48090744018555,-96.81784439086914,-94.426025390625,0.9646162390708923,0.9009429812431335,0.7932682037353516,-1.2068697214126587,-1.241674780845642,-1.1808165311813354,-48.387630462646484,-48.60731506347656,-47.343631744384766,560,14025
-67.03580879387928,-67.03580879387928,-66.43580879387927,0.013463694931240753,0.01223173929960467,0.016476567823905497,-200.50742638163783,1.0,1.0,1.0,-95.39265823364258,-95.93304824829102,-95.48198318481445,0.850669801235199,1.059329628944397,0.802635908126831,-1.2508465051651,-1.267524242401123,-1.2268187999725342,-47.793609619140625,-48.39048767089844,-48.062313079833984,570,14275
-60.499505328994644,-60.39950532899464,-60.69950532899465,0.013943555074511095,0.012803069644141941,0.00885193923243787,-181.59851598698393,1.0,1.0,1.0,-94.98435592651367,-95.8862190246582,-95.98539733886719,1.056552767753601,1.0166038274765015,0.9218199849128723,-1.2495077848434448,-1.2257235050201416,-1.2004386186599731,-47.623905181884766,-48.1678352355957,-48.095760345458984,580,14525
-61.547132379210346,-62.64713237921035,-62.64713237921035,0.006922249641269446,0.0108916308414191,0.01311616401351057,-186.84139713763105,1.0,1.0,1.0,-94.4424934387207,-95.20461654663086,-95.11930084228516,0.9240189790725708,0.8418561816215515,0.9298345446586609,-1.2259706258773804,-1.263061285018921,-1.2067216634750366,-47.13200759887695,-47.771156311035156,-47.60023498535156,590,14775
-65.40392106477323,-65.10392106477323,-65.40392106477323,0.014810781912878155,0.012432505329023116,0.013789111356716604,-195.9117631943197,1.0,1.0,1.0,-97.5238151550293,-96.0041389465332,-95.5349235534668,0.9036295413970947,1.0910181999206543,0.8109598159790039,-1.2455137968063354,-1.2995247840881348,-1.2336277961730957,-49.11736297607422,-48.02265548706055,-47.707401275634766,600,15025
-67.38762601927597,-67.58762601927597,-66.88762601927597,0.012032005931949244,0.019238103227282408,0.01536041961889714,-201.8628780578279,1.0,1.0,1.0,-94.98356246948242,-96.09172058105469,-96.91028594970703,0.9525530338287354,0.9773264527320862,1.1116119623184204,-1.2642707824707031,-1.2968875169754028,-1.2227036952972412,-47.68750762939453,-48.043861389160156,-48.43016815185547,610,15275
-61.16646620448542,-61.066466204485415,-61.36646620448541,0.010511551864445209,0.011113342637079767,0.010284043269552057,-183.59939861345623,1.0,1.0,1.0,-96.63364791870117,-95.55259704589844,-96.73944473266602,0.9559100866317749,0.9347127079963684,0.9019283652305603,-1.2737559080123901,-1.252798318862915,-1.1865947246551514,-48.07945251464844,-47.92495346069336,-48.680389404296875,620,15525
-62.58451159902061,-62.98451159902061,-61.98451159902061,0.012805213977582752,0.019792786197736858,0.011238314549904318,-187.55353479706181,1.0,1.0,1.0,-95.19286346435547,-96.64437866210938,-95.66070556640625,1.2492973804473877,0.8106517195701599,0.7114638686180115,-1.2451115846633911,-1.2423619031906128,-1.216925859451294,-47.29096221923828,-48.42823028564453,-47.63603973388672,630,15775
-62.14541770989332,-61.44541770989332,-63.14541770989332,0.015329715726897121,0.015829641604796052,0.014847072658012621,-186.73625312967997,1.0,1.0,1.0,-95.4657974243164,-95.46128845214844,-96.53008651733398,0.7755135893821716,0.9781951308250427,0.8117820024490356,-1.2260875701904297,-1.269845962524414,-1.2248517274856567,-48.00674057006836,-48.16901397705078,-48.43638610839844,640,16025
-62.82549991975378,-61.92549991975379,-63.22549991975378,0.011204126029275358,0.01303578192507848,0.014805588108487427,-187.97649975926137,1.0,1.0,1.0,-96.30080032348633,-95.96921920776367,-96.1563606262207,0.8374619483947754,0.9059350490570068,0.9457361698150635,-1.2235350608825684,-1.2472219467163086,-1.2594385147094727,-48.20603942871094,-48.119544982910156,-48.356964111328125,650,16275
-65.7608882317324,-66.9608882317324,-66.9608882317324,0.011178348638000898,0.0117604174525477,0.009223192573525012,-199.68266469519716,1.0,1.0,1.0,-96.37136840820312,-95.7535171508789,-95.05606842041016,0.925640881061554,0.7780613899230957,0.9042207598686218,-1.2097169160842896,-1.225989580154419,-1.228531837463379,-48.78889846801758,-48.049072265625,-47.24028396606445,660,16525
-68.8291839001126,-67.72918390011259,-67.8291839001126,0.015934113851748408,0.008571087470278144,0.014240961199393496,-204.38755170033778,1.0,1.0,1.0,-96.01659393310547,-95.34919738769531,-97.25484848022461,1.2671798467636108,0.9774340391159058,0.7620172500610352,-1.269907832145691,-1.255922555923462,-1.2637639045715332,-48.18998718261719,-47.76403045654297,-48.56275939941406,670,16775
-60.46429361132556,-60.36429361132556,-60.36429361132557,0.010324938861886039,0.01143006778229028,0.012914426098112016,-181.1928808339767,1.0,1.0,1.0,-95.37334823608398,-96.5728759765625,-96.38127136230469,1.0580822229385376,0.8777819871902466,0.8889014720916748,-1.2358958721160889,-1.284480333328247,-1.193353533744812,-47.97177505493164,-48.00645446777344,-48.42246627807617,680,17025
-64.96668506054482,-65.46668506054482,-65.56668506054481,0.017935326827690005,0.013625766773009673,0.015022917057445738,-196.00005518163445,1.0,1.0,1.0,-94.61884307861328,-96.11481475830078,-96.18810272216797,1.0532582998275757,0.8740545511245728,0.7333220839500427,-1.2732762098312378,-1.2614789009094238,-1.228656530380249,-47.47290802001953,-48.241180419921875,-47.71730422973633,690,17275
-66.11518576539666,-66.11518576539666,-65.91518576539664,0.013580296626139897,0.013232489831279963,0.02926859639259055,-198.14555729618996,1.0,1.0,1.0,-95.66254425048828,-93.86107635498047,-95.8537368774414,1.002252221107483,0.9672513008117676,0.9468306303024292,-1.2202692031860352,-1.2141551971435547,-1.2312573194503784,-47.621917724609375,-47.2821159362793,-47.77556610107422,700,17525
-58.70626324250692,-59.10626324250692,-58.70626324250692,0.0109575091493316,0.018157256182748823,0.013738608829444275,-176.51878972752075,1.0,1.0,1.0,-93.94392395019531,-97.93165588378906,-95.12578201293945,0.9865798950195312,0.8780009150505066,0.782400906085968,-1.254067301750183,-1.261948823928833,-1.2180769443511963,-47.199501037597656,-48.729366302490234,-47.98384094238281,710,17775
