A1 Return,A2 Return,A3 Return,Agent 1 Prediction Loss,Agent 2 Prediction Loss,Agent 3 Prediction Loss,Total Return,alpha0,alpha1,alpha2,belief_loss0,belief_loss1,belief_loss2,critic_loss0,critic_loss1,critic_loss2,ent0,ent1,ent2,policy_loss0,policy_loss1,policy_loss2,total_episode,total_numsteps
-68.42109522184231,-69.52109522184232,-68.12109522184231,0.06647693633334711,0.07005145397223532,0.06621977271605282,-206.06328566552693,0.39159294962882996,0.31578919291496277,0.263762503862381,-65.44802856445312,-64.86507034301758,-65.47175216674805,0.6338639855384827,2.4630939960479736,0.872986912727356,-0.9338566660881042,-1.0305559635162354,-0.9784126281738281,-32.364219665527344,-33.71727752685547,-32.559688568115234,150,3775
-71.71325237640906,-73.41325237640906,-73.21325237640906,0.08852451537549495,0.09670422094874084,0.08361559867253528,-218.3397571292272,0.40239059925079346,0.3297933042049408,0.2864333987236023,-64.32318496704102,-66.36664581298828,-64.95508766174316,0.9510505795478821,1.7601317167282104,1.1098525524139404,-0.9365553855895996,-0.9787390828132629,-1.0252628326416016,-33.67768096923828,-32.36418151855469,-32.465057373046875,160,4025
-71.38582761983419,-70.58582761983419,-71.38582761983419,0.06294014895660803,0.08106292980909348,0.058340049544349314,-213.35748285950257,0.421589732170105,0.3277527689933777,0.3025355339050293,-68.56473922729492,-69.41307067871094,-68.7732925415039,0.9332207441329956,1.0450078248977661,1.119522213935852,-1.044549822807312,-1.0109496116638184,-0.9382320046424866,-34.5711784362793,-34.53904342651367,-33.551265716552734,170,4275
-71.38275619012707,-70.88275619012707,-71.48275619012706,0.06361041208077223,0.08896712487470358,0.0721342889778316,-213.74826857038119,0.41118061542510986,0.3192484974861145,0.2836676836013794,-71.21007537841797,-70.03798294067383,-70.9180793762207,1.4694569110870361,0.7200031876564026,1.0120607614517212,-1.0318151712417603,-1.015009880065918,-0.8753543496131897,-36.51280212402344,-35.05082321166992,-34.941627502441406,180,4525
-63.37921047366026,-63.17921047366026,-63.57921047366025,0.05198615226149559,0.050125490667298434,0.060754448180552575,-190.13763142098077,0.43943390250205994,0.35519295930862427,0.2989659309387207,-71.84818649291992,-72.05484390258789,-72.3729248046875,0.8322891592979431,0.7744410037994385,1.073843002319336,-1.0115821361541748,-1.028475046157837,-0.9710736274719238,-36.85285568237305,-35.90025329589844,-36.15528869628906,190,4775
-68.31110008245807,-66.31110008245807,-67.81110008245807,0.04961104893963784,0.049787529221270235,0.056059280524961654,-202.43330024737423,0.4383162260055542,0.3262350261211395,0.3197740316390991,-73.49935913085938,-74.26129531860352,-75.62039947509766,1.223930835723877,1.4214204549789429,0.682682454586029,-1.0846076011657715,-0.9581865072250366,-0.9937289953231812,-37.608863830566406,-37.51323318481445,-37.733734130859375,200,5025
-71.09425044491017,-69.59425044491017,-70.09425044491017,0.0529222373762168,0.0537727694073692,0.05507336184382439,-210.78275133473053,0.44592583179473877,0.3143607974052429,0.35546255111694336,-74.2072639465332,-74.91363525390625,-75.46175765991211,0.8310369253158569,1.6339198350906372,1.0636712312698364,-1.0119707584381104,-0.9753848910331726,-1.0591809749603271,-38.17634963989258,-37.809959411621094,-36.37604904174805,210,5275
-65.13472515651294,-63.93472515651295,-64.83472515651295,0.05554491435363889,0.06593810140155255,0.04228820076258853,-193.90417546953884,0.4443841874599457,0.2943572998046875,0.3557378649711609,-75.59725952148438,-75.98668670654297,-76.92947769165039,2.697335958480835,1.415259599685669,1.5418717861175537,-1.0145074129104614,-1.0206676721572876,-0.9193670153617859,-38.81254959106445,-37.93205642700195,-37.85761260986328,220,5525
-66.5573941928761,-64.8573941928761,-66.3573941928761,0.05214720173506066,0.056498056858778,0.05224599764682353,-197.77218257862827,0.41067689657211304,0.3069467544555664,0.36814314126968384,-75.1248893737793,-78.40495300292969,-77.75724029541016,1.038927674293518,2.488837718963623,0.845041036605835,-0.9303115010261536,-1.0171526670455933,-1.0103766918182373,-40.514854431152344,-37.66216278076172,-37.92817687988281,230,5775
-70.14256545525764,-69.94256545525764,-67.74256545525763,0.055165573097765444,0.07297296286839992,0.05514875467424281,-207.8276963657729,0.41358697414398193,0.2996399700641632,0.3838946223258972,-78.28405380249023,-79.26593399047852,-78.93748092651367,3.243826150894165,0.7587549686431885,1.0094432830810547,-0.9146844744682312,-0.9928143620491028,-1.0578224658966064,-39.94687271118164,-38.72809600830078,-39.48530960083008,240,6025
-68.46621535136737,-67.36621535136737,-68.36621535136737,0.06677501250989736,0.05101591903809458,0.04323277022782713,-204.1986460541021,0.4292893409729004,0.29504871368408203,0.3801501393318176,-78.2551383972168,-78.78726196289062,-79.44356536865234,0.827637255191803,0.8351955413818359,0.9566662311553955,-1.0465404987335205,-1.094131350517273,-0.9743003249168396,-40.171104431152344,-39.112579345703125,-40.00038146972656,250,6275
-64.62405274755932,-63.82405274755932,-63.92405274755932,0.06674775489233434,0.05201517858821899,0.07005294513702393,-192.37215824267795,0.42351803183555603,0.2958734333515167,0.39728501439094543,-79.50190734863281,-80.42233657836914,-81.7725601196289,0.8744608759880066,1.085068941116333,1.1557540893554688,-0.9323146343231201,-0.9631838798522949,-1.0076651573181152,-41.09917068481445,-40.98798751831055,-39.22758483886719,260,6525
-63.69973129638119,-61.699731296381174,-64.29973129638118,0.04562578162364662,0.04529419486038387,0.04797925247251988,-189.69919388914354,0.4141188859939575,0.30396729707717896,0.37152940034866333,-80.87497329711914,-79.8893928527832,-78.83350372314453,4.164924144744873,1.0458807945251465,1.1455988883972168,-0.9999232888221741,-0.9987707138061523,-0.9471070170402527,-39.40978240966797,-39.51532745361328,-40.758331298828125,270,6775
-72.8077948089409,-74.50779480894089,-74.50779480894089,0.07129899761546403,0.07185882190568373,0.07460701051168143,-221.82338442682266,0.41476863622665405,0.30274927616119385,0.401563435792923,-78.3525161743164,-81.50365829467773,-80.34677505493164,0.9516090750694275,1.3506450653076172,0.9001950025558472,-1.015779972076416,-1.007797360420227,-1.0994577407836914,-41.1906623840332,-39.35038375854492,-40.8758544921875,280,7025
-63.388488719913525,-63.988488719913526,-63.488488719913526,0.07612195575609804,0.03593920069700107,0.07036149675305933,-190.86546615974058,0.4408363699913025,0.2959921061992645,0.39527997374534607,-80.11095809936523,-81.81942749023438,-82.20056915283203,1.7993006706237793,1.4674687385559082,1.120031476020813,-1.0093512535095215,-0.9858595728874207,-0.9869213700294495,-42.41858673095703,-40.295738220214844,-39.85182189941406,290,7275
-59.37192731168159,-60.47192731168159,-60.57192731168159,0.049907932505011555,0.06097373618558049,0.055223238388076426,-180.41578193504478,0.4259609580039978,0.32107192277908325,0.37350693345069885,-81.12345123291016,-83.88291549682617,-82.24492263793945,0.8828933238983154,1.0713436603546143,1.4598709344863892,-0.9981229305267334,-0.9641499519348145,-1.047658920288086,-41.876930236816406,-40.99985885620117,-41.03617858886719,300,7525
-60.642467258518096,-60.142467258518096,-60.142467258518096,0.05162060218024999,0.04066132911480963,0.04530874972883612,-180.9274017755543,0.4377034604549408,0.2870906591415405,0.3560205101966858,-80.60239028930664,-81.37139129638672,-81.65317916870117,1.2081948518753052,0.832862138748169,1.1024248600006104,-1.0458928346633911,-1.0235399007797241,-1.026107668876648,-41.17057418823242,-40.63200759887695,-41.64061737060547,310,7775
-71.00768077940447,-69.20768077940447,-69.10768077940448,0.07256036293879152,0.05892775790207088,0.06497676472272725,-209.3230423382134,0.4241034984588623,0.3276425302028656,0.34834206104278564,-80.13624954223633,-82.65275192260742,-83.39135360717773,2.44454288482666,1.9538322687149048,1.2125502824783325,-0.9975098371505737,-1.040402889251709,-0.9742505550384521,-42.26470947265625,-40.60696792602539,-40.51502990722656,320,8025
-67.90293578814375,-68.50293578814374,-66.90293578814375,0.05251896287128329,0.047162361149210484,0.0576131339687854,-203.30880736443123,0.42482563853263855,0.31450578570365906,0.3819267153739929,-82.20450210571289,-84.47949600219727,-82.19718170166016,2.6033499240875244,0.7475717663764954,1.779704213142395,-1.0525128841400146,-0.9949414730072021,-1.0787475109100342,-42.613731384277344,-39.82905578613281,-41.663536071777344,330,8275
-62.68307286264394,-63.68307286264394,-63.58307286264394,0.06963939945958554,0.07665346806962044,0.058977747511584314,-189.94921858793182,0.4261630177497864,0.3446328639984131,0.3560571074485779,-80.24182891845703,-81.83615493774414,-82.22144317626953,2.6283998489379883,0.6981180906295776,0.9406023621559143,-0.9313284158706665,-0.9892221689224243,-1.0011776685714722,-41.93071746826172,-40.623390197753906,-42.03601837158203,340,8525
-65.34121641839029,-64.94121641839028,-64.94121641839028,0.06896829859167337,0.05393654415477067,0.04731911300029606,-195.22364925517087,0.4230716824531555,0.3253338932991028,0.39131873846054077,-81.2463150024414,-83.06926345825195,-82.29758834838867,1.0769069194793701,0.9207486510276794,1.4005942344665527,-0.9881079196929932,-1.0243772268295288,-1.0174306631088257,-42.37911605834961,-40.115482330322266,-40.5805778503418,350,8775
-69.79509748394666,-68.79509748394666,-67.29509748394669,0.07019883248675615,0.08648629545979201,0.08269886116124689,-205.88529245184,0.4555017054080963,0.34018638730049133,0.39220714569091797,-83.73475646972656,-83.09836196899414,-82.87444686889648,0.9683488011360168,1.1128625869750977,1.4477897882461548,-1.0726640224456787,-0.9895874261856079,-0.9694318175315857,-41.368751525878906,-40.768760681152344,-42.27451705932617,360,9025
-68.98856529307514,-70.28856529307514,-71.08856529307513,0.06772565619833767,0.07548559125652536,0.0783581118453294,-210.3656958792254,0.4582501947879791,0.333753764629364,0.3904760777950287,-81.79073715209961,-82.7709846496582,-83.83211517333984,1.056795597076416,1.188223123550415,1.1049246788024902,-0.9799429178237915,-0.9761234521865845,-0.9701665639877319,-42.01925277709961,-41.089439392089844,-42.9947624206543,370,9275
-62.25567700194351,-62.25567700194351,-62.25567700194351,0.08225624256860464,0.06707654115185141,0.04302461729664356,-186.76703100583055,0.45413509011268616,0.3379589319229126,0.3916829526424408,-81.61954879760742,-83.28832244873047,-82.29034805297852,1.5524576902389526,0.8806130290031433,1.0916500091552734,-1.0812134742736816,-1.0324738025665283,-0.9855681657791138,-41.511512756347656,-41.59635925292969,-41.14409255981445,380,9525
-63.75828774603739,-63.458287746037385,-63.55828774603739,0.062436093140393494,0.06201127775758505,0.04921728333598003,-190.77486323811218,0.40611010789871216,0.33505013585090637,0.41927435994148254,-82.80803680419922,-84.99486923217773,-82.52663040161133,1.2461298704147339,1.0980788469314575,1.6761130094528198,-1.0158684253692627,-0.9885870218276978,-1.0180511474609375,-41.38089370727539,-41.16170120239258,-42.76350021362305,390,9775
-60.35312669240709,-60.25312669240709,-60.55312669240709,0.07029926667036489,0.061955159859731795,0.07091277131065726,-181.15938007722127,0.4777863621711731,0.29828423261642456,0.4370582103729248,-82.87347793579102,-84.43656921386719,-85.29488754272461,2.1150190830230713,1.6930251121520996,0.9910764694213867,-1.0861679315567017,-0.9427328705787659,-1.0481610298156738,-43.67218780517578,-40.746768951416016,-43.15312576293945,400,10025
-65.00863288412852,-65.00863288412852,-64.90863288412852,0.06586534491647035,0.0739971141074784,0.06587964266818017,-194.92589865238557,0.4412550628185272,0.32597604393959045,0.45449718832969666,-83.51523208618164,-82.51819610595703,-82.20036697387695,1.076092004776001,1.7937372922897339,1.3052473068237305,-0.967957079410553,-1.0158075094223022,-0.9996329545974731,-41.005645751953125,-40.98107147216797,-41.49940490722656,410,10275
-64.54449934931526,-64.74449934931528,-64.44449934931528,0.10383485854044557,0.0908712427704595,0.05230007278360426,-193.7334980479458,0.44280585646629333,0.3534058928489685,0.4234037399291992,-82.46421813964844,-84.67634963989258,-81.21123123168945,1.5239943265914917,1.5496349334716797,1.518364429473877,-0.9680036306381226,-1.0360944271087646,-0.9296011924743652,-41.90458679199219,-39.163612365722656,-42.579498291015625,420,10525
-61.3269681114309,-62.126968111430905,-60.726968111430914,0.07492077773530036,0.06425321082025766,0.06443674623570404,-184.18090433429273,0.45271870493888855,0.3479771316051483,0.4370526671409607,-80.39192199707031,-83.76849746704102,-80.36606216430664,1.4278286695480347,4.348213195800781,1.0770807266235352,-0.996688961982727,-1.0390033721923828,-1.0075329542160034,-42.152095794677734,-38.79426193237305,-42.793636322021484,430,10775
-63.98321196990689,-64.0832119699069,-64.0832119699069,0.07717162395641208,0.07625150714395568,0.0848369464315474,-192.14963590972067,0.45896923542022705,0.3520112633705139,0.45745405554771423,-81.5864143371582,-82.00882720947266,-81.43008804321289,1.3716175556182861,1.1417136192321777,1.7009282112121582,-1.000657081604004,-1.0004299879074097,-1.032356858253479,-41.284297943115234,-39.61715316772461,-41.92667007446289,440,11025
-64.04112909441412,-65.44112909441411,-66.44112909441411,0.06522256030887365,0.06631276860274374,0.0472739675603807,-195.92338728324233,0.4757331907749176,0.3634900748729706,0.45394718647003174,-82.73250579833984,-85.33683395385742,-82.34220504760742,1.0014070272445679,2.95474910736084,1.8239717483520508,-1.0035920143127441,-1.066770315170288,-0.9887974262237549,-42.12710952758789,-40.65735626220703,-42.61346435546875,450,11275
-57.668869779984355,-58.068869779984354,-57.86886977998436,0.05038480619480833,0.06767622936237604,0.06229830276872963,-173.60660933995308,0.47431156039237976,0.35655874013900757,0.4613357186317444,-82.83547973632812,-83.08478927612305,-82.3161735534668,1.206835150718689,1.7942556142807007,1.0519309043884277,-0.980514645576477,-0.9304153323173523,-1.0230743885040283,-40.7176513671875,-40.42295455932617,-43.832725524902344,460,11525
-71.91570268700465,-72.01570268700468,-71.91570268700465,0.05816114414855838,0.08399731022911146,0.07464718365110456,-215.84710806101398,0.4705372452735901,0.3365212082862854,0.4196420907974243,-81.56280136108398,-82.61356735229492,-80.93740844726562,1.0109118223190308,2.233287811279297,1.2497339248657227,-1.0260618925094604,-0.9809551239013672,-1.065529704093933,-41.24736022949219,-39.87042999267578,-41.77897262573242,470,11775
-66.660018146002,-66.460018146002,-66.56001814600201,0.09264792936202139,0.06335167358722538,0.06118791943602264,-199.68005443800604,0.501986026763916,0.3553549349308014,0.4124142825603485,-83.46068572998047,-87.11543655395508,-84.88756561279297,2.5439701080322266,1.7403857707977295,1.6426210403442383,-1.0254104137420654,-1.0860391855239868,-0.9950183033943176,-42.9030876159668,-42.192115783691406,-42.90789031982422,480,12025
-70.55398979435381,-70.25398979435381,-70.9539897943538,0.05650851599127054,0.07833058947511018,0.06458239353541285,-211.76196938306143,0.46654459834098816,0.3797481656074524,0.42939820885658264,-82.73770523071289,-83.86234283447266,-80.80376815795898,1.3098852634429932,2.1566617488861084,1.515951156616211,-0.9673537015914917,-0.9935680031776428,-1.0683748722076416,-41.25172424316406,-40.92848205566406,-42.691932678222656,490,12275
-62.77621289153043,-62.57621289153043,-62.97621289153043,0.06666870414977893,0.06663280937820673,0.06241099694930017,-188.32863867459128,0.4693370461463928,0.38763880729675293,0.361091673374176,-82.77402114868164,-83.27102279663086,-82.24656677246094,1.6311414241790771,1.4458067417144775,2.142592668533325,-1.0098562240600586,-1.0575165748596191,-1.0015283823013306,-41.796897888183594,-41.164329528808594,-42.50600814819336,500,12525
-63.51746199009146,-62.51746199009146,-63.11746199009146,0.0647410600236617,0.05419403384206817,0.06643180450657382,-189.1523859702744,0.520942747592926,0.3692765235900879,0.3976920247077942,-82.50434875488281,-84.24039077758789,-82.21975326538086,2.239546298980713,1.5660555362701416,1.221418023109436,-1.0867115259170532,-1.00343656539917,-0.9982795715332031,-42.5495491027832,-40.52404022216797,-43.13359832763672,510,12775
-68.36313284906333,-68.46313284906333,-68.06313284906334,0.06033361016958952,0.0704940959950909,0.054933634858112784,-204.88939854719,0.5079653263092041,0.37168341875076294,0.4121110737323761,-82.71271896362305,-83.62408828735352,-81.98015594482422,2.2008965015411377,1.035762906074524,1.3516498804092407,-0.9210528135299683,-1.0263671875,-1.0279581546783447,-41.820743560791016,-40.38006591796875,-41.7890510559082,520,13025
-70.65982355497235,-70.65982355497235,-70.65982355497235,0.111784642260056,0.10991552475932985,0.07394281879253685,-211.97947066491707,0.5184674263000488,0.3738543391227722,0.4257895052433014,-83.52739715576172,-84.7210807800293,-84.05992889404297,1.1034162044525146,0.945688784122467,1.3734889030456543,-1.0000191926956177,-1.041542649269104,-1.0221171379089355,-42.787784576416016,-40.835472106933594,-42.39690017700195,530,13275
-68.20570160188193,-67.90570160188192,-68.10570160188192,0.11179599620448426,0.08798742252681405,0.09277686187438666,-204.21710480564576,0.513340413570404,0.3629705011844635,0.4082084894180298,-81.96709823608398,-83.52518081665039,-79.91531372070312,3.125419855117798,1.7043054103851318,1.2123472690582275,-0.9118955135345459,-1.0466337203979492,-0.9769399166107178,-40.681549072265625,-40.516807556152344,-42.678977966308594,540,13525
-63.11905063813106,-62.419050638131054,-63.019050638131056,0.05558482788782567,0.08249824644532054,0.07297743518650532,-188.55715191439316,0.5029911994934082,0.3911270201206207,0.4124594032764435,-83.96471786499023,-82.09911346435547,-83.06668472290039,0.9735381007194519,1.1591055393218994,1.3572518825531006,-1.05277419090271,-1.0911996364593506,-0.9922627210617065,-41.91576385498047,-41.37141418457031,-41.6614990234375,550,13775
-63.80348260501181,-63.703482605011814,-63.60348260501181,0.08164716832991689,0.06541538697737269,0.060885920627973975,-191.11044781503543,0.4966958165168762,0.37919849157333374,0.40342241525650024,-83.00596618652344,-83.74450302124023,-80.67200088500977,1.4227405786514282,1.6315979957580566,1.380683422088623,-0.9588752388954163,-0.9537338018417358,-1.0429691076278687,-41.73405838012695,-40.25109100341797,-41.72344207763672,560,14025
-59.829087585786354,-59.62908758578635,-59.52908758578635,0.07488943278044462,0.07398120756726712,0.06438013406051322,-178.98726275735905,0.4586130678653717,0.390583336353302,0.3856393098831177,-81.18521881103516,-83.02462005615234,-81.69307327270508,1.9817606210708618,1.2612428665161133,1.6211574077606201,-1.0401408672332764,-1.017136573791504,-0.8929920792579651,-42.187713623046875,-40.22323989868164,-41.79442596435547,570,14275
-68.08258485309317,-66.88258485309318,-68.08258485309317,0.09004116163309664,0.09124151686020196,0.05607401928678155,-203.04775455927953,0.46247848868370056,0.382120817899704,0.3976277709007263,-83.62915802001953,-84.00918197631836,-82.63033676147461,1.9536640644073486,1.1814316511154175,1.0933175086975098,-0.9736368656158447,-0.9662086963653564,-1.0818053483963013,-42.48719024658203,-40.39505386352539,-41.24463653564453,580,14525
-72.52176311120449,-74.32176311120449,-74.32176311120449,0.11533531316742301,0.11880120943393559,0.09381250358186662,-221.16528933361352,0.46737951040267944,0.33388814330101013,0.381248414516449,-82.87572860717773,-84.03120040893555,-81.05619812011719,1.1800432205200195,1.7624422311782837,1.2611838579177856,-0.9528946280479431,-0.942136287689209,-0.9501528739929199,-41.6640510559082,-40.21593475341797,-42.40425491333008,590,14775
-63.74476582994998,-64.24476582994997,-63.84476582994997,0.058850132700987164,0.06527821575151757,0.06876914657233282,-191.83429748984994,0.46015024185180664,0.37762147188186646,0.3837059438228607,-81.130615234375,-81.66619873046875,-80.55867767333984,1.9909772872924805,1.5690510272979736,1.8261573314666748,-0.976920485496521,-0.9867872595787048,-1.0326271057128906,-40.69602966308594,-39.578086853027344,-41.609825134277344,600,15025
-63.09263137619022,-62.792631376190215,-62.59263137619022,0.0593023886103183,0.05737243537511676,0.05371322947740555,-188.47789412857065,0.4675613045692444,0.3887820243835449,0.4035745859146118,-81.45404052734375,-83.91230010986328,-81.1707534790039,2.0793471336364746,1.8778154850006104,1.4073797464370728,-1.0051252841949463,-1.0550085306167603,-0.9888391494750977,-41.86539077758789,-40.72536087036133,-40.8182487487793,610,15275
-62.08252131956634,-61.882521319566344,-61.08252131956634,0.06774720328673721,0.06038926188647747,0.04381982561899349,-185.04756395869904,0.45128822326660156,0.3827073574066162,0.36874863505363464,-81.65654373168945,-79.97357940673828,-82.03057861328125,2.12648868560791,1.8019191026687622,2.766469717025757,-1.0004796981811523,-0.9917104244232178,-1.0689730644226074,-40.357513427734375,-41.716339111328125,-41.315673828125,620,15525
-65.84153325636811,-65.4415332563681,-66.04153325636811,0.10652469165064395,0.09718270998075604,0.09857818362116813,-197.3245997691043,0.43228355050086975,0.387591153383255,0.3635209798812866,-82.10971450805664,-81.99923706054688,-80.59307861328125,1.7583813667297363,2.134641647338867,1.4063258171081543,-0.9198035597801208,-1.0259780883789062,-0.9771605730056763,-40.56618118286133,-40.188323974609375,-42.50402069091797,630,15775
-65.93779288359868,-65.33779288359867,-65.63779288359868,0.0774109858609736,0.06670587184466421,0.06039964529406279,-196.913378650796,0.42377689480781555,0.3934047222137451,0.377626895904541,-82.58854293823242,-82.4948501586914,-79.74027252197266,1.945658564567566,1.2955117225646973,2.5419182777404785,-1.0043822526931763,-0.8786472082138062,-0.970112681388855,-41.36140823364258,-39.189701080322266,-41.656463623046875,640,16025
-67.44765620128585,-67.84765620128584,-66.84765620128584,0.09020153644308448,0.08840531141776592,0.07320617103390395,-202.14296860385755,0.4567684233188629,0.37421101331710815,0.3845118284225464,-81.61560821533203,-81.35667037963867,-79.52995300292969,3.4665231704711914,1.4570064544677734,1.2983235120773315,-1.0056310892105103,-0.9946125149726868,-1.0402840375900269,-40.08753967285156,-39.98229217529297,-41.514835357666016,650,16275
-66.74573554789939,-66.74573554789939,-65.0457355478994,0.062184747323393824,0.07797641193307936,0.06463005416747182,-198.5372066436982,0.451667457818985,0.34576284885406494,0.38534116744995117,-80.98589324951172,-82.90472030639648,-83.51558685302734,1.7569756507873535,2.8139495849609375,1.4666515588760376,-1.0063358545303345,-0.9550267457962036,-0.9725111722946167,-41.837181091308594,-41.29372024536133,-40.91431427001953,660,16525
-60.97963479552781,-60.179634795527804,-61.179634795527804,0.08832582937274128,0.06741869183303788,0.060468386702239516,-182.3389043865834,0.44666269421577454,0.3648591637611389,0.3855762481689453,-78.1814193725586,-80.5065689086914,-82.77219009399414,2.3280029296875,1.2355413436889648,3.1410186290740967,-1.0311975479125977,-1.062920331954956,-1.0857850313186646,-40.9495964050293,-40.386085510253906,-40.786888122558594,670,16775
