B1 Loss,B2 Loss,P1 Loss,P2 Loss,Play 1,Play 2,Return,total_numsteps
-0.7879881858825684,-0.7418314218521118,0.31261736154556274,0.1894802749156952,4.396867,3.9883814,8.612858,20
-0.6420753598213196,-0.6575848460197449,0.0031517972238361835,0.0002852471952792257,-0.3162174,-0.32590914,-3.891995,30
-0.8474183678627014,-0.8084548115730286,0.0026758178137242794,0.003649205667898059,0.51984006,0.8729435,-5.774231,40
-0.7080793380737305,-0.7801003456115723,0.002528925659134984,0.003334115259349346,-0.5851763,0.7643863,-4.6861167,50
-0.7407575845718384,-0.8488447070121765,0.00020107242744415998,0.0038532265461981297,-0.18255323,0.54805577,-4.798997,60
-0.7256287336349487,-0.8553400039672852,0.026007885113358498,0.007427049335092306,0.34980145,2.5560772,-7.619082,70
-0.5850175619125366,-0.7976909875869751,0.03687574714422226,0.002136718016117811,1.2080625,3.4819021,-6.6834106,80
-0.6291709542274475,-0.8399658799171448,0.0035150081384927034,0.011351090855896473,2.7638743,2.60474,-0.7375288,90
-0.7536035776138306,-0.6804507374763489,1.28715771552379e-06,0.01386352814733982,0.5357385,2.495785,-7.718329,100
-0.6584164500236511,-0.8779720664024353,0.05678080767393112,9.420397873327602e-06,1.6799642,0.5579426,-6.7122355,110
-0.6519477963447571,-0.6989861130714417,0.0001715326652629301,0.14014774560928345,5.222622,2.899151,5.5368733,120
-0.622103214263916,-0.8490583896636963,0.004576065577566624,0.007480899803340435,2.6937618,3.6293004,2.8024478,130
-0.7588077783584595,-0.9125368595123291,0.001507892506197095,0.013745429925620556,3.4125896,3.3940327,4.900997,140
-0.6387848258018494,-0.7268525958061218,0.030588360503315926,0.013802316039800644,1.2516588,4.670592,-4.1585712,150
-0.7395949959754944,-1.0062512159347534,1.170166888186941e-05,0.05602940171957016,4.947514,3.0792048,6.3077908,160
-0.6466895937919617,-0.8123063445091248,0.00043830412323586643,0.017549432814121246,4.1771126,3.1366658,5.850842,170
-0.6167607307434082,-0.7555751204490662,0.007806343492120504,0.022680552676320076,4.4088774,4.308002,9.171713,180
-0.6949360370635986,-0.677320659160614,0.010978901758790016,0.04679514467716217,5.1375904,4.5608463,9.788213,190
-0.6594424843788147,-0.7786557674407959,0.0229808259755373,0.06555046886205673,5.681892,5.1666594,9.507248,200
-0.7042297124862671,-0.8552743792533875,0.05312083289027214,0.07130046933889389,5.8830686,5.9164505,8.380308,210
