Return,total_numsteps
-3.5952547,63
-2.4761238,64
-5.5769553,65
-7.591929,66
-7.8285265,67
-6.8078065,68
-5.963559,69
-4.804947,70
-3.3184888,71
-2.656969,72
-3.192476,73
-4.3205986,74
-5.1466894,75
-6.2682796,76
-7.6228065,77
-8.073132,78
-7.594364,79
-6.645143,80
-5.684028,81
-5.1595592,82
-5.075237,83
-5.0216823,84
-5.0637236,85
-4.8544135,86
-4.8548274,87
-4.9884763,88
-5.2750945,89
-5.810355,90
-6.5115137,91
-6.91106,92
-6.8203263,93
-6.659967,94
-6.403798,95
-6.1056437,96
-6.119233,97
-6.28272,98
-6.217151,99
-6.1978526,100
-6.3843493,101
-6.5399528,102
-6.7515216,103
-6.9650016,104
-7.2182436,105
-7.539081,106
-7.738466,107
-7.9547763,108
-8.153345,109
-8.191894,110
-8.5214615,111
-7.6237755,112
-5.671549,113
-2.558216,114
-1.6912527,115
-1.0311127,116
-1.1906986,117
-1.044755,118
-0.5728712,119
-0.5811043,120
-1.1004181,121
-0.9198265,122
-1.5768929,123
-2.5823908,124
-2.7390623,125
-1.6150541,126
-2.5355282,127
-1.7575359,128
-0.8305683,129
-1.1965332,130
-2.1072626,131
-2.097148,132
-0.3486328,133
0.5486307,134
0.28425217,135
0.40905762,136
2.4491563,137
0.81280994,138
-1.0639439,139
-3.261488,140
-4.589547,141
-4.588131,142
-4.7227182,143
-4.1547537,144
-3.418579,145
-3.6592436,146
-3.7186651,147
-3.8848467,148
-2.3826208,149
-1.4956427,150
-0.021277428,151
-0.0058317184,152
1.1207428,153
2.0164852,154
3.0810523,155
3.360352,156
3.846179,157
4.097678,158
4.704409,159
4.867957,160
4.077257,161
3.1638193,162
3.9248877,163
4.0318484,164
3.8089523,165
3.8369937,166
3.7530613,167
2.7636094,168
2.4486113,169
2.7293649,170
2.1510634,171
3.0946383,172
3.3519359,173
3.5694523,174
2.4564748,175
2.7530684,176
2.6501322,177
4.0106297,178
5.2344084,179
5.9870014,180
6.884448,181
7.240551,182
7.983198,183
7.5542693,184
7.6426034,185
7.5267334,186
6.866923,187
7.4268823,188
6.9948726,189
6.4641533,190
6.000454,191
5.7790656,192
5.1192894,193
5.767093,194
5.7466297,195
5.9325166,196
5.7235646,197
5.973147,198
6.1121044,199
5.1503706,200
4.3784776,201
5.202682,202
6.092667,203
7.4971094,204
8.132434,205
8.216718,206
7.968086,207
7.2402225,208
6.4105,209
6.395262,210
6.6799235,211
7.027397,212
7.6199336,213
7.3139906,214
7.967395,215
8.001497,216
7.7592826,217
7.8161907,218
7.9512997,219
7.5509415,220
7.1067295,221
8.039951,222
7.8965063,223
7.5074854,224
7.172684,225
7.5082436,226
7.4964075,227
8.410931,228
8.533739,229
8.7548485,230
8.340528,231
8.251585,232
8.999405,233
8.140819,234
8.80608,235
9.201729,236
9.033043,237
8.971371,238
9.505457,239
8.938364,240
9.205096,241
9.219496,242
8.316587,243
8.239664,244
8.109939,245
8.506123,246
8.312067,247
8.927602,248
9.245707,249
9.319834,250
9.1301775,251
9.218335,252
8.809392,253
9.169604,254
9.75136,255
9.748634,256
9.833768,257
9.287771,258
9.186753,259
8.721471,260
8.4737835,261
7.972177,262
8.213007,263
7.678594,264
8.025955,265
8.249834,266
7.752907,267
7.7519445,268
7.7170944,269
8.206826,270
8.152298,271
8.41491,272
8.475427,273
8.2511635,274
8.062256,275
9.129877,276
9.218963,277
9.567994,278
9.808041,279
9.855195,280
9.026303,281
8.621677,282
8.083182,283
7.283959,284
7.177881,285
7.5788746,286
8.110976,287
8.4217205,288
9.210999,289
8.898457,290
7.962846,291
8.194587,292
7.0915027,293
6.6524653,294
6.546907,295
8.231164,296
8.303053,297
8.651155,298
8.923064,299
8.704157,300
9.18393,301
7.7416544,302
8.206679,303
8.319031,304
8.154272,305
7.183464,306
7.360919,307
6.9156327,308
6.0864506,309
5.899196,310
5.1410613,311
4.6615615,312
6.1185083,313
6.1751575,314
7.4777026,315
8.491821,316
9.192052,317
9.367041,318
8.784315,319
8.856768,320
7.8739834,321
8.229071,322
7.194262,323
7.3596396,324
7.0009775,325
7.1810474,326
6.6788692,327
8.3136015,328
9.341683,329
9.502406,330
9.392617,331
9.413537,332
9.262741,333
9.063818,334
8.074278,335
8.319562,336
8.0066805,337
7.6876955,338
7.582685,339
8.125443,340
8.503502,341
8.001306,342
8.504898,343
7.8262577,344
8.72399,345
9.212423,346
8.861046,347
8.861311,348
9.001636,349
8.723138,350
8.38791,351
8.145514,352
8.297675,353
8.579977,354
8.67497,355
8.546319,356
8.728956,357
8.450648,358
7.9823294,359
7.9037604,360
6.9820676,361
7.1737995,362
7.0404987,363
6.987349,364
7.5270357,365
7.309761,366
7.425022,367
8.283871,368
7.816024,369
7.24637,370
6.7373953,371
6.728939,372
5.8923645,373
5.0354724,374
4.7689047,375
5.5813117,376
6.9643736,377
7.8567348,378
8.850935,379
9.241771,380
9.330971,381
9.699518,382
9.847376,383
9.303836,384
9.370324,385
8.884208,386
8.396107,387
8.185848,388
7.6403866,389
7.8791127,390
7.1579075,391
6.7344623,392
6.905218,393
7.386691,394
7.084902,395
6.782034,396
6.6775293,397
7.1647487,398
5.7810955,399
6.4654293,400
4.948242,401
5.671158,402
7.0098724,403
7.5774994,404
8.566523,405
8.669,406
8.295679,407
7.6843796,408
7.5448103,409
7.6444216,410
6.662696,411
7.5721645,412
7.6644273,413
8.219256,414
8.883294,415
9.114355,416
9.293829,417
9.230938,418
9.471543,419
9.4022,420
8.978312,421
7.972454,422
6.7165203,423
6.0884247,424
5.106722,425
5.464915,426
5.2861543,427
6.0000525,428
5.5531464,429
5.0050735,430
5.6041765,431
7.0503845,432
7.9234314,433
7.60112,434
8.551031,435
8.621502,436
8.965453,437
9.068755,438
9.678116,439
9.653216,440
9.515844,441
9.11807,442
9.526369,443
9.531182,444
8.957765,445
8.684411,446
7.959077,447
8.322557,448
8.457106,449
8.606885,450
8.868589,451
8.841193,452
8.420086,453
7.6189003,454
8.358978,455
9.396055,456
9.8082485,457
9.448951,458
8.8627205,459
9.46783,460
9.373354,461
9.078582,462
8.673832,463
8.775073,464
7.9381943,465
6.211271,466
7.224555,467
6.662632,468
7.2003,469
6.808335,470
5.676837,471
6.2081237,472
7.872979,473
8.542345,474
8.488888,475
8.534552,476
9.425954,477
9.577235,478
9.170008,479
9.535619,480
9.9561405,481
9.94747,482
9.6242285,483
9.621868,484
9.264343,485
8.611525,486
9.125203,487
8.002445,488
7.669406,489
7.556319,490
7.8984733,491
7.649994,492
8.643852,493
8.906849,494
8.470961,495
8.354185,496
8.050281,497
7.905757,498
8.205988,499
7.9612627,500
8.442789,501
7.006785,502
7.571713,503
8.981636,504
9.843603,505
9.615945,506
9.304809,507
8.722241,508
8.700848,509
8.21647,510
8.034015,511
7.1637845,512
8.144524,513
7.756073,514
6.7318783,515
7.4551945,516
7.608736,517
8.595957,518
8.318422,519
7.8076625,520
8.35417,521
8.399937,522
8.151379,523
7.569572,524
8.005099,525
8.306343,526
7.153817,527
8.023821,528
7.940222,529
7.963514,530
8.014068,531
7.9855423,532
8.098471,533
7.4470005,534
7.5117617,535
7.4349155,536
7.867725,537
8.33861,538
8.7223625,539
8.763383,540
8.853199,541
8.590104,542
9.124157,543
8.629397,544
9.6207905,545
9.589386,546
9.844358,547
9.667003,548
9.616758,549
9.443282,550
9.580101,551
9.642593,552
9.773488,553
9.100266,554
9.012611,555
8.845806,556
8.408869,557
7.831411,558
7.9229136,559
8.074079,560
7.833805,561
7.6734467,562
9.012159,563
9.416507,564
9.166817,565
9.444671,566
9.790497,567
9.433425,568
9.837359,569
9.807205,570
9.938134,571
9.15759,572
9.460842,573
8.5532,574
8.15753,575
7.3801584,576
7.266234,577
7.8491297,578
8.352083,579
8.7754345,580
8.936556,581
9.197474,582
8.803627,583
9.030342,584
7.8902984,585
8.079508,586
7.6733007,587
6.8385487,588
6.8980174,589
6.5583286,590
5.711931,591
3.2179866,592
2.8686237,593
3.4853082,594
4.4177876,595
5.0079007,596
6.402137,597
6.6812344,598
7.6876583,599
6.966505,600
8.154303,601
8.994174,602
8.823359,603
8.967202,604
8.904849,605
9.319714,606
9.325132,607
8.578959,608
8.92127,609
8.288603,610
8.269762,611
8.609611,612
9.147388,613
8.962833,614
9.345186,615
8.98034,616
9.160293,617
8.881744,618
8.875909,619
6.506488,620
7.6022596,621
7.0552483,622
7.7910833,623
7.7091713,624
7.739227,625
7.7042723,626
7.1878967,627
7.0092683,628
7.20761,629
7.9997673,630
8.48086,631
9.243956,632
8.913917,633
8.222267,634
8.393779,635
8.9231615,636
9.274422,637
9.549308,638
9.682228,639
9.323967,640
8.733968,641
8.676249,642
8.306498,643
8.031083,644
7.275235,645
6.6666665,646
6.831649,647
7.646602,648
7.288587,649
8.852606,650
9.227704,651
9.729694,652
9.790736,653
9.4197035,654
8.934933,655
8.63878,656
8.182392,657
8.082695,658
8.341809,659
8.302269,660
8.4082365,661
7.755133,662
7.5471287,663
7.9668493,664
8.609737,665
8.985615,666
9.280144,667
9.1906185,668
9.592708,669
9.617489,670
9.811068,671
9.530416,672
9.201445,673
9.852226,674
9.5890045,675
9.786685,676
9.82025,677
9.319518,678
9.593894,679
9.679027,680
9.23933,681
8.93154,682
8.948085,683
7.3524055,684
7.576931,685
8.435822,686
7.8211155,687
7.314311,688
7.5446625,689
7.8166637,690
7.717757,691
8.573344,692
8.211056,693
6.7628393,694
6.4042673,695
7.18773,696
6.6047773,697
7.3442745,698
6.667135,699
6.990551,700
7.0206685,701
8.301125,702
8.490444,703
9.10022,704
8.971906,705
9.078053,706
8.91395,707
8.769688,708
8.841933,709
8.870888,710
9.165052,711
8.822227,712
8.089085,713
7.7819815,714
7.8292336,715
7.7995844,716
7.6620812,717
7.6036263,718
8.663529,719
9.105036,720
9.147628,721
9.164434,722
9.336587,723
9.774865,724
9.970388,725
9.899437,726
9.93829,727
9.978983,728
9.812944,729
9.791008,730
9.565824,731
9.4875345,732
9.705599,733
9.718624,734
9.771189,735
9.641741,736
9.394064,737
8.838553,738
8.074042,739
7.203644,740
7.6969805,741
6.9736824,742
7.0950484,743
6.7033195,744
7.38593,745
8.261168,746
8.354947,747
9.372177,748
9.433283,749
9.904734,750
9.956388,751
9.470689,752
9.589119,753
9.939742,754
9.8005085,755
9.776404,756
9.8094845,757
9.905514,758
9.994911,759
9.858601,760
9.138797,761
7.558209,762
6.099696,763
4.936169,764
3.898683,765
4.702991,766
6.1621017,767
5.8333282,768
7.247513,769
9.066158,770
9.759498,771
9.849446,772
9.835681,773
9.323267,774
8.968735,775
9.057283,776
8.884821,777
6.9855804,778
8.7155285,779
9.368446,780
9.761967,781
9.733237,782
9.61035,783
