A1 Return,A2 Return,A3 Return,Agent 1 Prediction Loss,Agent 2 Prediction Loss,Agent 3 Prediction Loss,Total Return,alpha0,alpha1,alpha2,belief_loss0,belief_loss1,belief_loss2,critic_loss0,critic_loss1,critic_loss2,ent0,ent1,ent2,policy_loss0,policy_loss1,policy_loss2,prior_loss0,prior_loss1,prior_loss2,total_episode,total_numsteps
-66.44913229562455,-67.24913229562455,-66.84913229562456,0.08658700122870505,0.09451038892287761,0.08606142394058407,-200.54739688687366,1.0,1.0,1.0,-12.559422492980957,-13.799057960510254,-17.367748260498047,5.957798957824707,4.77296257019043,6.796749114990234,-1.197535514831543,-1.1128513813018799,-1.138362169265747,-6.710933208465576,-8.037027359008789,-9.342072486877441,0.06975838541984558,0.435746967792511,0.16383309662342072,160,4025
-66.06084484191567,-66.36084484191568,-63.86084484191567,0.10839557515084744,0.09882480848766863,0.07445257744938136,-196.28253452574702,1.0,1.0,1.0,-12.787242889404297,-13.690901756286621,-16.96328830718994,5.746700763702393,5.9632134437561035,6.3842692375183105,-1.054200530052185,-1.1192420721054077,-1.0842797756195068,-6.762783050537109,-7.988339424133301,-9.198246002197266,0.10067983716726303,0.35199618339538574,0.23618564009666443,170,4275
-67.79191981432552,-69.39191981432552,-69.99191981432553,0.08343129440722986,0.08324585009831935,0.06584358826000243,-207.17575944297658,1.0,1.0,1.0,-11.155882835388184,-13.66396427154541,-21.754948616027832,8.746062278747559,8.21607780456543,3.9068357944488525,-1.1803280115127563,-1.063104271888733,-1.0441702604293823,-5.470191955566406,-7.89730167388916,-11.567163467407227,0.15965348482131958,0.345186710357666,0.4354088604450226,180,4525
-73.47296998127248,-76.17296998127247,-75.57296998127248,0.09166961094364524,0.08879123508185148,0.10612019826378673,-225.21890994381744,1.0,1.0,1.0,-11.01904296875,-17.389694213867188,-20.16071891784668,11.06654167175293,7.283769130706787,11.00601577758789,-1.2336785793304443,-1.038789987564087,-1.1010085344314575,-6.032726287841797,-9.918593406677246,-11.080574035644531,0.35369792580604553,0.5419930815696716,0.34771421551704407,190,4775
-69.36178091999815,-70.86178091999815,-72.26178091999816,0.11509406100213528,0.12627593462914227,0.10816282627731562,-212.48534275999447,1.0,1.0,1.0,-15.146685123443604,-17.95701789855957,-21.7918701171875,20.592681884765625,7.038653373718262,6.163781642913818,-1.1108688116073608,-1.0130219459533691,-1.068424940109253,-7.796455383300781,-9.644099235534668,-11.921403884887695,0.061566948890686035,0.46749427914619446,0.3066498935222626,200,5025
-69.315762335626,-67.01576233562601,-65.815762335626,0.09606837850064039,0.08140332077094353,0.0881602414380759,-202.147287006878,1.0,1.0,1.0,-13.877996921539307,-20.14463520050049,-21.579683303833008,6.59740686416626,5.080959320068359,8.38589096069336,-1.074610710144043,-1.0502541065216064,-1.0797662734985352,-7.24433708190918,-11.052118301391602,-11.528937339782715,0.21810808777809143,0.34525954723358154,0.2219291627407074,210,5275
-62.00160648997297,-59.60160648997296,-63.201606489972974,0.11741031660884618,0.07953860516939312,0.07791905653849245,-184.8048194699189,1.0,1.0,1.0,-14.406591892242432,-18.269770622253418,-21.465916633605957,5.65533447265625,7.982361316680908,6.126033306121826,-1.1125198602676392,-1.0457552671432495,-1.0570242404937744,-7.720571517944336,-10.448257446289062,-11.839302062988281,0.34497973322868347,0.545222818851471,0.4201933741569519,220,5525
-70.63259844328385,-73.43259844328387,-76.03259844328386,0.09991888650879265,0.11210942659247666,0.09050605604797601,-220.09779532985158,1.0,1.0,1.0,-17.92171573638916,-19.982933044433594,-21.93965244293213,7.882305145263672,4.583896160125732,7.959384918212891,-1.0497186183929443,-0.9958324432373047,-0.9974204897880554,-9.362038612365723,-11.459053039550781,-11.680326461791992,0.20655569434165955,0.5096665620803833,0.34542256593704224,230,5775
-60.460399136206675,-61.460399136206675,-61.66039913620667,0.07594490257743745,0.08584516409412027,0.09478999608755112,-183.58119740862003,1.0,1.0,1.0,-22.316438674926758,-19.13990306854248,-20.857211112976074,6.042872905731201,7.6166205406188965,28.948604583740234,-1.1090452671051025,-1.0642040967941284,-1.0088075399398804,-11.567621231079102,-10.66310977935791,-11.1207914352417,0.49089980125427246,0.4437507092952728,0.2364344596862793,240,6025
-61.508986624300704,-61.9089866243007,-64.8089866243007,0.1053998075351119,0.10081810086010955,0.09725220940075814,-188.2269598729021,1.0,1.0,1.0,-19.732869148254395,-25.12997055053711,-24.469874382019043,13.894668579101562,5.799679756164551,7.472440719604492,-1.1362178325653076,-0.9859282970428467,-1.0424787998199463,-10.370450973510742,-13.520493507385254,-13.83134937286377,0.19154074788093567,0.5144932270050049,0.5134938359260559,250,6275
