A1 Return,A2 Return,A3 Return,Agent 1 Prediction Loss,Agent 2 Prediction Loss,Agent 3 Prediction Loss,Total Return,belief_loss0,belief_loss1,belief_loss2,critic_loss0,critic_loss1,critic_loss2,policy_loss0,policy_loss1,policy_loss2,total_episode,total_numsteps
-73.50879093820318,-73.60879093820317,-73.40879093820317,0.1953685962855816,0.2108504941537976,0.21795583121478557,-220.52637281460952,0.0029873251914978027,-0.12118860334157944,-0.4245885759592056,2.9802184104919434,3.460294246673584,5.143606185913086,1.3667736053466797,1.7703911066055298,2.9281294345855713,20,525
-69.38363009387645,-70.38363009387645,-69.68363009387645,0.032008289276622234,0.034348206697031855,0.03521570290531963,-209.45089028162934,-11.436370372772217,-11.211094856262207,-11.290473461151123,0.2907857596874237,0.2852391302585602,0.286060631275177,-5.471131324768066,-5.522573947906494,-5.329087734222412,30,775
-68.43243771143379,-68.43243771143379,-68.3324377114338,0.03261414391733706,0.02982250955700874,0.042871017567347736,-205.1973131343014,-19.35109043121338,-19.747831344604492,-19.414971351623535,0.2827526330947876,0.2961410582065582,0.27242836356163025,-9.536385536193848,-9.3240966796875,-9.805535316467285,40,1025
-81.02054914880246,-81.32054914880246,-81.22054914880246,0.03149329916853458,0.03546415266790427,0.03477987832203507,-243.56164744640736,-27.835759162902832,-28.3119478225708,-27.946273803710938,0.4355040192604065,0.38042137026786804,0.30958327651023865,-13.599332809448242,-13.240078926086426,-14.237874984741211,50,1275
-70.52583944594627,-70.72583944594628,-70.32583944594629,0.02148427108908072,0.03300442587770522,0.033088931212201717,-211.57751833783885,-35.54961585998535,-36.18284225463867,-35.73327445983887,0.47380030155181885,0.399003267288208,0.44599249958992004,-17.563716888427734,-17.07601547241211,-18.06514549255371,60,1525
-71.7786809848423,-71.7786809848423,-71.4786809848423,0.03162336285691708,0.024327876209747048,0.023426207937300204,-215.03604295452686,-42.51508331298828,-43.52851104736328,-41.841745376586914,0.49519580602645874,0.48619312047958374,0.4202386438846588,-21.210163116455078,-20.463516235351562,-21.45836639404297,70,1775
-67.20618802237139,-66.50618802237139,-67.1061880223714,0.027014521866105496,0.027993750907015055,0.04095699785882607,-200.81856406711418,-48.326547622680664,-49.29603958129883,-47.82200241088867,0.4685864746570587,0.4882890582084656,0.45388996601104736,-23.706727981567383,-23.401817321777344,-24.69867706298828,80,2025
-67.38319131289289,-67.18319131289289,-67.7831913128929,0.031221280266530812,0.042438166293315586,0.04584194618742913,-202.34957393867867,-53.56433296203613,-54.995906829833984,-53.37546730041504,0.5895195007324219,0.5581735372543335,0.5091485977172852,-26.479717254638672,-25.847274780273438,-27.633777618408203,90,2275
-64.37407585520873,-64.27407585520874,-64.67407585520873,0.015787710576405517,0.03961257422529161,0.04132331102341413,-193.32222756562618,-59.68452072143555,-60.03780174255371,-58.182708740234375,0.5732347965240479,0.549923837184906,0.5367515087127686,-29.20740509033203,-28.764324188232422,-29.64413070678711,100,2525
-70.70965848799757,-72.10965848799758,-71.70965848799757,0.029656130579765887,0.028086249898769892,0.027312979504116812,-214.5289754639927,-63.656442642211914,-64.45426177978516,-62.17452621459961,0.6439734101295471,0.5205562114715576,0.6034274697303772,-31.214187622070312,-30.82301139831543,-31.893600463867188,110,2775
-67.75250752421368,-67.45250752421369,-68.75250752421368,0.04618020119704306,0.04333865619264543,0.04543836226500571,-203.95752257264104,-67.44882583618164,-66.9933090209961,-66.2666244506836,0.6934213042259216,0.5583851337432861,0.6325833797454834,-33.006168365478516,-32.58244705200195,-33.0869255065918,120,3025
-70.4719372437518,-71.1719372437518,-72.0719372437518,0.030335267004556955,0.033586522921919826,0.037287814412266015,-213.71581173125543,-70.55889892578125,-70.81613540649414,-70.19149780273438,0.6537540555000305,0.691501259803772,0.7048599123954773,-34.88430404663086,-34.548545837402344,-35.07417678833008,130,3275
-69.23795003419544,-69.43795003419544,-69.63795003419543,0.03799402639269829,0.03942232929205056,0.029784566397196614,-208.3138501025863,-72.89773941040039,-72.73039627075195,-72.9885139465332,0.6686991453170776,0.7923119068145752,0.7234578728675842,-36.101295471191406,-36.0390625,-36.021602630615234,140,3525
-63.08331530657135,-63.68331530657135,-63.08331530657135,0.029819467789959163,0.0399395797085017,0.03524836016818881,-189.84994591971406,-75.12519836425781,-74.856201171875,-75.60713577270508,0.7609415054321289,0.6815868020057678,0.6895637512207031,-36.795658111572266,-37.78881072998047,-36.882110595703125,150,3775
-63.002030863116204,-62.502030863116204,-64.5020308631162,0.031718396182172,0.04150163272139616,0.035161670035682616,-190.0060925893486,-76.53801727294922,-76.22587966918945,-76.86137008666992,0.7300732135772705,0.71742844581604,0.7509239315986633,-37.97762680053711,-38.35053253173828,-37.33479690551758,160,4025
-64.13877045940839,-64.23877045940839,-64.93877045940839,0.04004699404491112,0.03207122124847956,0.03177361978683621,-193.31631137822515,-79.22128677368164,-78.53901672363281,-79.46971130371094,0.8568209409713745,0.7158499956130981,0.8364361524581909,-39.29301071166992,-39.53450012207031,-38.396907806396484,170,4275
-64.15506466308071,-63.055064663080714,-64.35506466308071,0.03682952010724694,0.04751036324165762,0.04292458257172257,-191.56519398924215,-80.48886489868164,-80.21359252929688,-80.16620254516602,0.7799053192138672,0.7788910865783691,0.8282620310783386,-39.76776123046875,-40.90821838378906,-38.48090362548828,180,4525
-63.40949255878628,-63.60949255878628,-62.70949255878628,0.03754883074294776,0.040265416892245415,0.032080294949933884,-189.72847767635886,-81.26609802246094,-80.60235977172852,-81.85064315795898,0.7689763903617859,0.750102162361145,0.8099738359451294,-39.89807891845703,-40.985450744628906,-39.49280548095703,190,4775
-60.277447117566716,-59.777447117566716,-60.37744711756672,0.0314817631598562,0.040611213425174354,0.03163289839564823,-180.43234135270012,-81.88367462158203,-81.72236251831055,-82.5316047668457,0.8253063559532166,0.7584043145179749,0.8184034824371338,-40.228668212890625,-41.30992889404297,-39.990840911865234,200,5025
-65.46060887848573,-65.66060887848573,-66.26060887848573,0.0362883117669262,0.030339104644488545,0.040537057843059304,-197.3818266354572,-83.27846908569336,-82.60515975952148,-84.70989990234375,0.8155066967010498,0.7666240930557251,0.833915114402771,-40.94222640991211,-41.82658767700195,-40.752296447753906,210,5275
-61.902921053067,-65.50292105306697,-64.50292105306698,0.02938091520778835,0.02558684707735665,0.036987941089086235,-191.90876315920096,-84.47258758544922,-82.98350524902344,-84.6269302368164,0.8046380877494812,0.9311676025390625,0.8116557002067566,-41.681007385253906,-41.99003982543945,-40.44075012207031,220,5525
-65.46950343375056,-62.06950343375056,-64.36950343375057,0.04541438318882138,0.039055100197903814,0.04141321283439174,-191.90851030125168,-84.55214309692383,-83.85326385498047,-85.99309158325195,0.8404409885406494,0.7889063954353333,0.8719285130500793,-41.50398635864258,-42.703712463378906,-41.53826904296875,230,5775
-66.34826589865222,-66.34826589865222,-66.54826589865222,0.03592093140538782,0.04194025891833007,0.05273776638507843,-199.24479769595666,-84.88732147216797,-84.34862899780273,-86.25845336914062,0.805077314376831,0.7604947686195374,0.8137941956520081,-42.03386688232422,-43.2454833984375,-41.36842727661133,240,6025
-68.07976146648123,-68.47976146648122,-68.37976146648121,0.04170698046451435,0.03787643484584987,0.04820868819160387,-204.93928439944366,-85.0938949584961,-83.894287109375,-86.0428352355957,0.7778330445289612,0.9531282186508179,0.831146776676178,-41.84931182861328,-42.78710174560547,-41.04888153076172,250,6275
-61.278561603384375,-61.97856160338438,-61.778561603384375,0.0382334556914866,0.05220471163466573,0.04562718415306881,-185.03568481015313,-86.22972869873047,-83.8244400024414,-86.45738220214844,0.9960688948631287,0.9429887533187866,0.852969765663147,-42.211544036865234,-43.04453659057617,-41.84132766723633,260,6525
-61.13589067419662,-61.035890674196615,-58.83589067419662,0.04836728498712182,0.04063207511743531,0.03756422737147659,-181.00767202258984,-85.51246643066406,-84.94182205200195,-87.19334030151367,1.0986347198486328,0.8645943403244019,1.0984792709350586,-42.27415084838867,-43.455562591552734,-41.4314079284668,270,6775
