Play 1,Play 2,Return,total_numsteps
4.47962,5.914864,8.892228,509
4.44102,6.2240973,8.189127,510
4.692489,6.467328,7.752385,511
4.6362185,6.514177,7.5749316,512
4.8420196,6.280735,8.33476,513
5.078472,6.3929467,8.053541,514
4.98295,6.190453,8.582531,515
4.9299073,6.314535,8.267084,516
4.9440227,6.241822,8.454745,517
5.099025,5.9894047,9.011272,518
5.0622106,5.804867,9.348319,519
4.9901414,5.795723,9.366728,520
4.8079867,5.6811075,9.499224,521
4.727066,5.698885,9.437067,522
4.6057835,5.9581466,8.926548,523
4.72264,6.1804585,8.529589,524
4.839814,6.4276047,7.936285,525
4.6856947,6.648133,7.1848707,526
4.660672,6.6883116,7.034461,527
4.5493765,6.988335,5.843462,528
4.7394156,6.8349404,6.565089,529
4.764926,6.55541,7.52544,530
4.8468513,6.356738,8.135807,531
5.135805,5.8075905,9.329354,532
5.3802533,5.212498,9.810252,533
5.437376,5.0728326,9.803397,534
5.4317265,5.2117395,9.768779,535
5.437825,5.552597,9.502946,536
5.628338,5.6151237,9.226814,537
5.5174785,5.8752384,8.966174,538
5.526639,5.986313,8.749838,539
5.4521,6.1925817,8.373355,540
5.352479,6.295785,8.1967,541
5.4457974,6.507707,7.528084,542
5.476451,6.6696434,6.9852858,543
5.2169,7.100634,5.540291,544
5.040429,7.25889,4.8957806,545
4.879808,7.4524617,3.9709854,546
5.2393146,7.241194,4.919779,547
5.17262,6.9458575,6.1838408,548
5.3750634,6.562567,7.4177113,549
5.53876,6.3890743,7.78021,550
5.626306,6.057994,8.48839,551
5.8193884,6.0256696,8.276605,552
5.630737,6.022974,8.555696,553
5.5272584,6.0557795,8.607328,554
5.5127025,6.060748,8.61195,555
5.4201508,6.2582297,8.240332,556
5.442469,6.380324,7.8989267,557
5.429492,6.3366137,8.029,558
5.1757717,6.6469345,7.256711,559
4.9589086,6.920561,6.3097577,560
4.7265525,7.0624256,5.671627,561
4.509448,6.873371,6.24984,562
4.570403,6.712177,6.8838973,563
4.6879654,6.618882,7.2818546,564
4.8137913,6.492075,7.7390385,565
4.891804,6.339134,8.195013,566
5.2369266,6.1026382,8.728055,567
5.5925426,6.0184116,8.611731,568
6.1385736,5.8525395,7.976826,569
6.289325,5.9245396,7.4828672,570
6.5597816,5.992823,6.5813837,571
6.3073235,5.8748074,7.5256176,572
6.1713643,6.143121,7.3211803,573
5.7972546,5.943434,8.474318,574
5.487791,5.9536357,8.852639,575
5.2111917,5.9585977,9.036489,576
5.2440267,5.84578,9.225107,577
4.8133345,6.060625,8.840231,578
5.00309,5.657748,9.567358,579
4.7679806,5.6238346,9.556997,580
5.2727513,5.7417936,9.375349,581
5.3737154,6.0924187,8.666958,582
5.763109,6.3002806,7.7269344,583
6.0641165,6.444729,6.7804146,584
6.621509,6.6753864,4.5637884,585
6.393473,6.682276,5.228181,586
6.2487316,6.5617228,6.0016913,587
6.1209674,6.141432,7.4405656,588
6.2052307,6.1188307,7.295637,589
6.165518,6.2347174,7.117041,590
5.9864054,5.7894735,8.403736,591
6.01706,5.6973863,8.479242,592
5.9270077,5.595097,8.786516,593
5.804003,5.9108105,8.524004,594
5.7304473,5.9768777,8.5121565,595
5.3523355,6.224554,8.3763275,596
5.0509257,6.11897,8.745313,597
5.1518655,6.2254715,8.475157,598
5.045436,6.517286,7.6957793,599
4.962241,6.623413,7.363104,600
5.000702,6.5462947,7.6089725,601
5.524579,6.703732,6.822114,602
5.3319435,6.6886387,7.038313,603
5.695265,6.5603614,7.081879,604
5.77625,6.675337,6.5906825,605
5.7570486,6.5152187,7.1309896,606
5.716668,6.3947105,7.541169,607
5.685739,6.1039,8.311167,608
5.855562,5.7392735,8.721488,609
5.5931473,5.756316,9.076162,610
5.358601,5.681646,9.406764,611
5.2638826,5.485,9.695141,612
5.3114724,5.6128426,9.527409,613
5.341859,5.9166093,9.04296,614
5.6509,6.265054,7.9759674,615
5.960081,6.6469994,6.3656373,616
5.8530755,6.8062124,6.009859,617
6.0409346,7.0103807,4.8748245,618
6.1927505,7.164055,3.8942127,619
6.132426,6.9941783,4.7408648,620
6.106061,6.8984547,5.172499,621
6.1335573,6.687175,5.8684893,622
6.060047,6.686413,6.032312,623
6.0831733,6.6072536,6.2434716,624
6.1015916,6.6565332,6.0423937,625
5.655399,6.526906,7.239011,626
5.490408,6.3710475,7.879729,627
5.4235067,6.3189435,8.08103,628
5.235863,6.128949,8.669843,629
5.285835,6.009163,8.899889,630
5.500268,6.119406,8.496662,631
5.795512,5.692133,8.888112,632
5.9717407,5.774078,8.456524,633
6.234861,6.013607,7.4477196,634
6.1871552,6.257905,7.0083375,635
5.7991605,6.420071,7.3447404,636
5.6308227,6.721783,6.6375256,637
5.5729027,6.335406,7.8884735,638
5.4479465,6.0936856,8.603195,639
5.595408,5.986352,8.672599,640
5.743204,5.928075,8.586325,641
5.8650594,5.644005,8.83693,642
6.0549555,5.8148327,8.223117,643
6.2018023,5.7849855,7.9394693,644
6.051166,5.77798,8.289797,645
6.2052755,5.881048,7.7710648,646
6.1053553,5.907223,7.955136,647
6.171754,5.7321663,8.090925,648
5.9592924,5.579568,8.743859,649
5.6224484,5.495115,9.367419,650
5.022282,5.342824,9.881975,651
4.6737537,5.3695245,9.757015,652
4.669408,5.08601,9.883311,653
4.9814305,5.3446555,9.880868,654
5.447808,5.559903,9.485977,655
5.3256507,5.944485,9.0019,656
5.194831,5.8908725,9.168387,657
4.966146,5.980508,9.037458,658
5.149262,6.1580057,8.636744,659
5.0026236,5.9943843,9.011193,660
5.3122587,6.1729383,8.5267105,661
5.237267,6.257009,8.363632,662
5.5449,6.45123,7.5970154,663
5.3996444,6.304721,8.137988,664
5.125322,6.2969875,8.302117,665
5.191362,6.3539095,8.13031,666
5.1360664,6.6903334,7.124259,667
4.896236,6.520701,7.6767015,668
5.1196103,6.2207055,8.495571,669
5.144722,6.099761,8.769581,670
5.3119903,6.130466,8.624708,671
5.5620313,6.253183,8.113653,672
5.8017693,6.415026,7.354867,673
5.9742985,6.15446,7.7179646,674
5.921865,5.8318634,8.458168,675
5.935565,6.1513257,7.799167,676
5.9243083,6.5880194,6.623849,677
5.9352255,6.703748,6.222595,678
6.2433743,6.7964993,5.2266107,679
5.904577,6.6728764,6.3832254,680
5.5542297,6.8493814,6.2726173,681
5.791517,7.1097813,4.922324,682
5.858426,7.023691,5.1677785,683
5.942822,6.7891273,5.91011,684
5.677597,6.726617,6.5596566,685
5.634978,6.6822867,6.7667146,686
5.689207,6.558893,7.094846,687
5.755003,6.3720884,7.5473437,688
5.6380806,6.2864046,7.9380164,689
5.7138658,6.434767,7.43184,690
5.9699154,6.5927362,6.522455,691
5.7143784,6.223702,7.992217,692
5.574672,6.49905,7.4226007,693
5.7169724,6.7145176,6.54638,694
5.4053497,7.04317,5.661148,695
5.388835,6.9467406,6.0590086,696
5.2859335,6.792273,6.7059994,697
5.4104013,6.73059,6.8366294,698
5.5887775,6.6045218,7.0788507,699
5.6659007,6.448309,7.4589777,700
5.7472663,6.7285204,6.4538107,701
5.4015627,6.9647875,5.9783573,702
5.1859264,7.0378547,5.8125796,703
5.56913,6.9215703,5.983659,704
5.527926,6.9675446,5.8500624,705
5.474468,6.6047907,7.199527,706
5.588758,6.318937,7.9137697,707
5.53121,6.089831,8.530085,708
5.6918755,6.0705037,8.37533,709
5.614209,6.303213,7.9243827,710
5.7971506,6.5466695,6.9723644,711
5.939207,6.5030723,6.8586636,712
6.3444624,6.537758,5.8277216,713
6.6220374,6.552395,4.959065,714
6.330756,6.2902517,6.5643387,715
6.2104588,5.8125134,7.874612,716
6.5729494,6.083155,6.3526053,717
6.1593394,6.1588073,7.313098,718
6.119173,5.7646327,8.162788,719
5.7852325,5.8409414,8.676228,720
5.4338975,6.2277975,8.304246,721
5.6007595,6.3426485,7.836383,722
5.3906226,6.4379926,7.7795916,723
5.455222,6.9906597,5.8300467,724
6.0593567,6.855283,5.435689,725
6.157053,6.8408732,5.272414,726
6.22359,6.974828,4.602883,727
6.0612297,6.635846,6.1977987,728
6.0279794,6.476877,6.762092,729
6.483959,6.2310476,6.282387,730
6.147891,6.3403935,6.885691,731
6.036525,6.440634,6.8501906,732
5.8286667,6.640489,6.622107,733
5.497512,6.807894,6.484,734
5.408083,7.0317564,5.7054343,735
5.4763694,7.048654,5.576089,736
5.520935,6.787002,6.53525,737
5.71055,6.946375,5.7067437,738
5.682922,6.9613194,5.686844,739
5.7858295,6.865625,5.9019156,740
5.8133726,6.65784,6.5899925,741
5.887521,6.3186145,7.4735627,742
5.758975,6.282569,7.7789736,743
5.803088,5.9950056,8.365013,744
5.8937926,6.044614,8.109917,745
5.921886,5.926604,8.291532,746
5.770336,6.058233,8.286726,747
5.6616297,6.2736053,7.9401755,748
5.631337,6.4182544,7.5899677,749
5.4221287,6.490937,7.5989137,750
5.50616,6.7600393,6.646064,751
5.5193095,6.8171635,6.4282346,752
5.5353622,7.113495,5.2465267,753
5.6487794,7.035641,5.4352503,754
5.9954934,6.7181053,6.057107,755
6.239477,6.433659,6.408318,756
6.6021204,6.249276,5.8725195,757
6.9479904,5.8497453,5.4832664,758
6.798136,5.6494646,6.344902,759
6.8471723,5.424012,6.4081683,760
6.8901515,5.241149,6.3691745,761
6.723373,5.295021,6.9429483,762
6.7741957,5.6949067,6.369334,763
6.7135572,5.5583687,6.751946,764
6.5493627,5.4780865,7.3709087,765
6.365555,5.0943317,8.126362,766
5.7479787,4.8811116,9.4263935,767
5.5598755,5.0882654,9.678749,768
5.7252555,5.2005167,9.433798,769
5.5838375,5.162797,9.632631,770
5.8748703,5.3552346,9.10841,771
5.9349556,5.117328,9.112092,772
6.01167,5.138101,8.957452,773
5.7903214,5.2405014,9.317552,774
5.775526,5.3547597,9.272705,775
6.0309916,5.7536087,8.36913,776
6.4445376,5.992976,6.927309,777
6.468133,6.2544155,6.2710276,778
6.2690945,6.3092227,6.675335,779
6.2764273,6.3686776,6.497455,780
6.675894,6.578933,4.6983514,781
6.372635,6.167386,6.753083,782
6.279468,6.2594566,6.7767305,783
6.0156364,5.940447,8.084043,784
6.107752,5.962242,7.846976,785
6.1822753,6.1054497,7.380206,786
5.884376,5.874018,8.453971,787
5.6309314,5.6248617,9.211473,788
5.4259157,5.8429165,9.108088,789
5.4469357,5.7604594,9.22195,790
5.4457517,5.9129963,8.967743,791
5.215395,5.9856834,8.982033,792
5.4180193,6.0137725,8.797525,793
5.1975603,6.0038786,8.9531975,794
5.235925,6.398778,7.9877596,795
5.361326,6.5112696,7.5855074,796
5.8139367,6.5918703,6.803456,797
