A1 Return,A2 Return,A3 Return,Agent 1 Prediction Loss,Agent 2 Prediction Loss,Agent 3 Prediction Loss,Total Return,belief_loss0,belief_loss1,belief_loss2,critic_loss0,critic_loss1,critic_loss2,policy_loss0,policy_loss1,policy_loss2,total_episode,total_numsteps
-86.63082251278215,-87.33082251278215,-87.33082251278213,0.1635477449875325,0.22666711567062883,0.253531826980412,-261.29246753834644,-1.2562776803970337,-1.4466524720191956,-1.7713294625282288,5.2582526206970215,5.641716480255127,5.681253910064697,-0.944096565246582,-0.8469334840774536,-0.51641446352005,20,525
-80.1863947074566,-78.7863947074566,-80.4863947074566,0.05642491043265909,0.03819808991532773,0.05299118391796947,-239.45918412236978,-14.113720893859863,-14.372382164001465,-14.195082187652588,0.20980779826641083,0.19801431894302368,0.20943985879421234,-7.0778985023498535,-6.960129737854004,-7.061458110809326,30,775
-76.48878169209141,-77.0887816920914,-76.7887816920914,0.046495504232123494,0.03223114588297903,0.04416032848274335,-230.36634507627423,-23.761149406433105,-23.50598907470703,-24.11965560913086,0.28555718064308167,0.2649655044078827,0.3390735685825348,-12.06092357635498,-11.555602073669434,-11.84341812133789,40,1025
-99.0669821374907,-98.9669821374907,-99.16698213749069,0.056850486561656,0.043766307493671774,0.057320661967853084,-297.2009464124721,-34.316856384277344,-33.96867752075195,-33.87916564941406,0.3287024199962616,0.2956388592720032,0.35771769285202026,-17.093318939208984,-16.826213836669922,-16.958038330078125,50,1275
-64.44262971846567,-63.84262971846566,-64.44262971846567,0.023475652161985636,0.032216109249973666,0.03128816694486886,-192.727889155397,-43.17782211303711,-43.822710037231445,-43.847211837768555,0.41795334219932556,0.4142995774745941,0.39781397581100464,-21.524871826171875,-21.72564125061035,-22.038616180419922,60,1525
-73.89508452780846,-73.49508452780847,-73.69508452780846,0.03462634612806141,0.0290243963887915,0.043478923121467235,-221.0852535834254,-52.38203239440918,-52.12506103515625,-52.19236755371094,0.4546721577644348,0.41066774725914,0.44921648502349854,-25.811086654663086,-26.180540084838867,-26.26757049560547,70,1775
-71.36563427170854,-71.26563427170854,-70.86563427170854,0.02843750442471355,0.028457113064825536,0.024918849742272868,-213.49690281512562,-59.790069580078125,-59.79378318786621,-58.61219596862793,0.5110816359519958,0.4895459711551666,0.49420836567878723,-29.26555824279785,-29.73830223083496,-29.785263061523438,80,2025
-67.94952825500489,-68.1495282550049,-68.44952825500489,0.033451388530433175,0.03766563653945923,0.02239844423625618,-204.54858476501468,-65.97383880615234,-66.12157440185547,-65.24697494506836,0.4929935932159424,0.42026716470718384,0.4607018828392029,-31.92874526977539,-33.47966003417969,-33.203155517578125,90,2275
-67.28278223266736,-67.28278223266736,-66.58278223266737,0.01991580400132807,0.02711312698945403,0.02860818045772612,-201.1483466980021,-72.31884384155273,-71.45661163330078,-70.8876953125,0.5259047746658325,0.56609708070755,0.45055797696113586,-35.23146438598633,-35.75159454345703,-36.06808853149414,100,2525
-74.00382491204854,-73.00382491204854,-72.00382491204854,0.025115346318343654,0.03218930257437751,0.026790415150811896,-219.0114747361456,-77.27356338500977,-75.69018173217773,-76.19434356689453,0.6022560000419617,0.6498029232025146,0.5477862358093262,-37.614990234375,-38.12499237060547,-38.716209411621094,110,2775
-69.6193191388136,-69.51931913881359,-70.41931913881359,0.03229305073432624,0.02955412489362061,0.038607107680290936,-209.5579574164408,-81.89410781860352,-80.90539932250977,-80.7602767944336,0.7026559114456177,0.7065660357475281,0.620993435382843,-39.82166290283203,-40.91140365600586,-40.80234909057617,120,3025
-69.80468168856532,-71.80468168856532,-71.40468168856532,0.03653495833650231,0.04410942731797695,0.03326212273631245,-213.01404506569597,-86.3670539855957,-84.77436447143555,-84.64552688598633,0.586403489112854,0.5730394124984741,0.6200040578842163,-41.84440231323242,-42.43486404418945,-43.0152587890625,130,3275
-76.05835261459893,-76.45835261459892,-75.45835261459892,0.03403052386804484,0.030846216303296387,0.031713973174802956,-227.97505784379678,-89.57257461547852,-89.1806640625,-88.74797821044922,0.6598080396652222,0.6209489107131958,0.7056121230125427,-44.26416778564453,-45.017478942871094,-44.408668518066406,140,3525
-69.948069166627,-69.448069166627,-69.848069166627,0.03029034698428586,0.029168799290433527,0.030348728500306607,-209.24420749988099,-93.63094711303711,-92.49706268310547,-92.4076156616211,0.6654490828514099,0.7414788007736206,0.7489029169082642,-45.79909896850586,-46.496063232421875,-46.48896789550781,150,3775
