Return,total_numsteps
-11.11542,63
-12.786859,64
-11.035336,65
-8.449175,66
-5.440906,67
-4.2123013,68
-3.9199245,69
-4.522016,70
-4.674553,71
-4.280266,72
-3.6268804,73
-2.7628725,74
-2.1237254,75
-1.5121564,76
-1.8959379,77
-4.263387,78
-6.3190956,79
-7.536341,80
-7.128189,81
-6.4044604,82
-5.052363,83
-3.9297547,84
-3.8665197,85
-3.829317,86
-4.110007,87
-4.190846,88
-4.5095096,89
-4.770916,90
-5.3237166,91
-5.445275,92
-5.658939,93
-6.049705,94
-6.4160724,95
-6.912044,96
-6.9971833,97
-7.280008,98
-7.28067,99
-7.4165587,100
-7.610887,101
-7.921281,102
-8.201992,103
-8.29632,104
-8.027013,105
-7.49011,106
-6.7853594,107
-6.2497334,108
-5.710523,109
-5.5037503,110
-5.3031006,111
-5.420174,112
-5.8119917,113
-6.491942,114
-6.9270606,115
-7.173452,116
-7.235625,117
-7.476999,118
-7.547605,119
-7.7563553,120
-7.3106546,121
-7.214435,122
-6.99151,123
-6.827827,124
-6.4648833,125
-6.5114946,126
-6.3272386,127
-6.3319354,128
-6.267822,129
-6.637076,130
-6.719388,131
-6.5746284,132
-6.457908,133
-6.1486535,134
-5.8953376,135
-5.8417335,136
-5.5826683,137
-5.4188447,138
-5.4460297,139
-5.7117715,140
-6.019375,141
-6.3131547,142
-6.7416954,143
-7.5052004,144
-8.104601,145
-8.450973,146
-8.47095,147
-8.116214,148
-7.5455017,149
-7.096649,150
-6.574086,151
-6.0459023,152
-5.6465015,153
-5.2193427,154
-5.030956,155
-4.878919,156
-4.977227,157
-5.1838937,158
-5.5496755,159
-5.785011,160
-6.134742,161
-6.173546,162
-6.231116,163
-5.9399962,164
-5.699603,165
-5.2438016,166
-5.0248528,167
-5.2023335,168
-5.453606,169
-5.73113,170
-5.8703413,171
-6.134042,172
-6.313367,173
-6.4318895,174
-6.4024253,175
-6.1257052,176
-6.0606747,177
-5.7233415,178
-5.488956,179
-5.3918357,180
-5.29896,181
-5.12662,182
-4.8517737,183
-4.6731772,184
-4.529849,185
-4.5507884,186
-4.574232,187
-4.884352,188
-5.1924534,189
-5.7155,190
-5.871344,191
-5.9244933,192
-5.810106,193
-5.680183,194
-5.296957,195
-4.937879,196
-4.674073,197
-4.4010844,198
-4.1930704,199
-4.1424537,200
-3.9520948,201
-4.0989738,202
-4.025113,203
-4.0058174,204
-4.210614,205
-4.463472,206
-4.86552,207
-5.049522,208
-5.4111156,209
-5.537524,210
-5.388823,211
-5.1092334,212
-5.168849,213
-5.0531125,214
-4.7462134,215
-4.648472,216
-4.646995,217
-4.4755783,218
-4.295647,219
-4.3937044,220
-4.3976936,221
-4.6694508,222
-4.927734,223
-5.0901027,224
-5.3127337,225
-5.3937097,226
-5.1913385,227
-5.0378203,228
-4.919983,229
-5.0813193,230
-4.938343,231
-4.810868,232
-4.6658645,233
-4.7619567,234
-4.7452736,235
-5.1530514,236
-5.403637,237
-5.527124,238
-5.7246747,239
-6.002773,240
-5.931562,241
-6.1679296,242
-6.175949,243
-6.0037117,244
-6.160951,245
-6.17773,246
-5.9233985,247
-5.689554,248
-5.5784388,249
-5.582502,250
-5.2099543,251
-4.9512215,252
-4.8800154,253
-4.8680744,254
-4.718869,255
-4.7965493,256
-5.082822,257
-5.413855,258
-6.2522507,259
-6.388992,260
-6.8638687,261
-7.491161,262
-7.2368655,263
-7.490848,264
-7.457376,265
-7.2483287,266
-6.8066835,267
-6.79417,268
-6.5244713,269
-6.2491393,270
-6.0691247,271
-6.233381,272
-6.1373634,273
-6.146099,274
-6.7680054,275
-6.847242,276
-6.855081,277
-7.094229,278
-6.9359574,279
-6.613482,280
-6.7788186,281
-6.5824447,282
-5.8788795,283
-5.4756064,284
-5.1844416,285
-5.0044985,286
-4.9451747,287
-4.992063,288
-5.1535344,289
-6.117026,290
-5.872242,291
-6.2454934,292
-6.579517,293
-6.8770633,294
-6.7205806,295
-7.1739764,296
-7.375374,297
-7.027425,298
-6.47752,299
-6.887202,300
-7.239493,301
-7.199254,302
-7.2701507,303
-7.3912797,304
-7.2253814,305
-7.8274484,306
-8.287422,307
-8.888118,308
-8.849237,309
-8.129996,310
-8.216468,311
-8.315004,312
-7.817247,313
-7.274457,314
-7.471643,315
-7.2051606,316
-7.169147,317
-6.9058824,318
-6.8050127,319
-6.4730706,320
-6.9789386,321
-7.4906096,322
-7.0983024,323
-7.395865,324
-7.212044,325
-7.5652566,326
-7.5729613,327
-7.4015718,328
-7.4227023,329
-7.4448166,330
-7.242621,331
-6.7318587,332
-6.8037066,333
-6.8150496,334
-6.8123407,335
-6.348738,336
-6.8036637,337
-6.893834,338
-7.360016,339
-6.7325244,340
-6.423513,341
-6.9219604,342
-6.6145463,343
-6.5434723,344
-6.629674,345
-6.491768,346
-6.7994933,347
-7.283067,348
-7.412351,349
-7.5315146,350
-7.7787933,351
-7.906842,352
-8.146462,353
-7.857202,354
-7.441035,355
-7.411741,356
-7.13088,357
-7.336151,358
-7.1683283,359
-7.2895327,360
-7.6672187,361
-7.931372,362
-7.8531427,363
-8.248805,364
-8.414805,365
-8.536815,366
-8.569688,367
-7.645754,368
-8.364229,369
-7.5833797,370
-7.5466003,371
-8.357971,372
-8.2757,373
-8.577746,374
-8.440413,375
-8.349777,376
-8.028419,377
-7.7660737,378
-7.6310577,379
-7.461652,380
-7.4931107,381
-7.712106,382
-7.5249887,383
-7.445741,384
-7.487888,385
-7.4741855,386
-7.4753795,387
-7.7266245,388
-7.9839854,389
-7.9376955,390
-7.980797,391
-8.258036,392
-8.462817,393
-8.511389,394
-8.4997635,395
-8.213379,396
-8.67437,397
-7.657852,398
-7.5123634,399
-7.2359676,400
-8.424217,401
-8.718383,402
-8.381119,403
-8.506756,404
-8.596944,405
-8.320932,406
-8.273351,407
-8.4874325,408
-8.56668,409
-8.678402,410
-8.365124,411
-7.630615,412
-6.880686,413
-8.388891,414
-8.6378355,415
-8.938182,416
-8.667025,417
-6.0793667,418
-4.354827,419
-3.1574087,420
-3.0105972,421
-2.8226728,422
-2.730609,423
-3.7647762,424
-2.8939838,425
-1.8660793,426
-2.6889305,427
-1.9412632,428
-1.2015066,429
-1.0282917,430
-0.3918457,431
-0.0959959,432
-0.1383791,433
-0.7448578,434
-0.5219488,435
-1.9576044,436
-2.2233868,437
-2.3602095,438
-1.4096069,439
-0.15772629,440
1.153738,441
0.26862907,442
1.6695757,443
-0.1949749,444
0.81255245,445
0.886281,446
1.0341129,447
-0.1858902,448
-2.191349,449
-2.854869,450
-4.137947,451
-6.239353,452
-4.3878794,453
-2.3327503,454
-6.243065,455
-6.2489643,456
-3.067706,457
-1.3221979,458
-1.5229654,459
-1.1706991,460
-2.0398474,461
-1.7083292,462
-2.0971298,463
-1.3630428,464
-1.4627419,465
-1.4540224,466
-1.3147697,467
-1.3424473,468
-1.2429552,469
-1.137763,470
-1.7472878,471
-2.3822823,472
-2.7186384,473
-2.2938194,474
-1.1131,475
-0.59127426,476
-0.24430275,477
0.23585129,478
-0.72734165,479
-0.68310547,480
-0.74368286,481
-0.8919287,482
-1.3936434,483
-1.566905,484
-1.5006256,485
-1.5872307,486
-1.6862259,487
-1.4199238,488
-0.9458599,489
-1.2090349,490
-1.172986,491
-1.5061884,492
-1.8095293,493
-0.9401312,494
-1.1220884,495
-0.42306042,496
0.40226555,497
1.0666399,498
1.3944216,499
1.7159071,500
