Play 1,Play 2,Return,total_numsteps
-3.1857874,-4.6960206,-0.3007796,63
-5.424801,-0.060326677,-2.1849625,64
-4.633665,-0.21131065,-2.0502882,65
-2.828971,-1.4123625,-1.5630674,66
-2.0459602,-2.1508195,-1.4972605,67
-1.9461801,-2.276644,-1.4882208,68
-1.9381963,-1.8060118,-1.7401069,69
-1.4057003,-1.3786863,-2.3140361,70
-1.1447587,-0.3961155,-3.2052124,71
-0.6044532,0.4278596,-4.336222,72
-0.23331824,0.8951011,-5.1087527,73
-0.10412982,0.88698155,-5.2112083,74
-0.35884893,0.54512525,-4.647884,75
-0.6382466,0.087295905,-3.991598,76
-0.5993872,-0.1778667,-3.7882988,77
-0.5599057,-0.20569235,-3.7955399,78
-0.7684174,-0.23004232,-3.6141145,79
-0.89023805,-0.39434043,-3.386866,80
-0.7565519,-0.8891729,-3.1027334,81
-0.28214282,-0.63367635,-3.6731515,82
0.22390121,-0.48050943,-4.2413287,83
0.7198152,-0.1447812,-5.0035057,84
0.98450434,0.16541469,-5.555183,85
0.99338764,0.22251499,-5.6173654,86
0.61914736,0.19696,-5.207397,87
0.4355165,-0.08120239,-4.7768364,88
-0.0015073642,-0.40615436,-4.096742,89
-0.10488439,-0.62433517,-3.8318753,90
-0.033949204,-0.6172303,-3.899585,91
0.41306213,-0.37745148,-4.5039287,92
0.8034532,-0.21193278,-5.0316143,93
1.0406144,0.04457178,-5.505487,94
0.81452477,0.42038214,-5.6168213,95
0.59326446,1.064569,-6.050098,96
0.03282689,2.0382564,-6.6547914,97
0.22185475,2.075508,-6.87383,98
-0.11009797,2.4219408,-7.0218973,99
-0.33859345,1.7479974,-5.9790382,100
-0.5230621,1.4616424,-5.4929595,101
-0.57680714,1.1777341,-5.1314707,102
-0.46498823,1.1354718,-5.1742525,103
-0.40415022,0.978654,-5.054768,104
-0.26068854,1.1253484,-5.3316417,105
-0.073631674,1.5775337,-6.0029387,106
-0.11607313,1.6047062,-5.997768,107
-0.07531158,1.3836346,-5.778075,108
-0.03347615,1.2524486,-5.6675086,109
0.22594148,0.9201033,-5.5429416,110
0.3019447,0.8348239,-5.524959,111
0.31617638,0.8754465,-5.580676,112
0.237546,1.3443496,-6.016237,113
0.18917032,2.0194936,-6.7734027,114
0.004693027,2.2788641,-6.935894,115
-0.0059160213,2.7434154,-7.546787,116
-0.06342926,2.8233628,-7.606643,117
-0.14166065,2.6814005,-7.3428774,118
0.074216664,2.2262452,-6.9303374,119
0.23325768,2.3707867,-7.263599,120
0.037435714,2.6202896,-7.417295,121
0.04959848,2.8804684,-7.786687,122
0.17483094,3.1230102,-8.245527,123
0.22570309,3.021395,-8.146733,124
0.42976534,3.0613053,-8.397066,125
0.70998776,2.661241,-8.115429,126
1.0364183,2.6605916,-8.455379,127
1.0129342,2.636693,-8.39773,128
1.3794113,2.5033894,-8.622022,129
1.4587388,2.8016224,-7.373396,130
1.3944163,3.36871,-5.6613407,131
1.4233296,3.5523226,-4.888341,132
1.2158686,3.5871017,-6.315933,133
1.0957423,3.751958,-6.8008385,134
1.1458087,3.716844,-6.50128,135
1.0807898,3.6091657,-7.294628,136
0.86368847,3.002877,-8.749234,137
0.7088913,2.89884,-8.442944,138
0.5827116,2.6852994,-8.020488,139
0.40812778,2.5734015,-7.698157,140
0.32597932,2.793448,-7.9203453,141
0.41372624,3.0786018,-8.406421,142
-0.1523151,3.5476918,-8.5833845,143
0.09309336,4.047806,-9.582435,144
0.25239787,4.2061105,-9.985791,145
0.7049079,4.3891983,-8.820896,146
0.8599248,4.120457,-7.9138184,147
0.98194367,3.612606,-8.069639,148
1.0074809,3.2433856,-9.025904,149
0.90332997,2.9457595,-8.709724,150
0.65129846,2.9312289,-8.430361,151
0.6414988,2.9223468,-8.408008,152
0.7263947,2.9016318,-8.464656,153
0.74977887,2.869842,-8.443945,154
0.74014556,2.8269455,-8.374253,155
0.8545096,2.5813026,-8.155683,156
0.9730149,2.9079401,-8.729993,157
1.1618242,2.9423213,-8.965635,158
1.249734,2.7011034,-8.743659,159
1.3509345,2.6013403,-8.721311,160
1.2779886,2.7975988,-8.703941,161
1.1915547,2.9661968,-8.640614,162
1.0833038,2.9949179,-8.971137,163
1.0216401,2.740128,-8.548421,164
0.81857955,2.385612,-7.8580565,165
0.627558,1.8929653,-7.038434,166
0.29242212,1.5804476,-6.3388467,167
0.15516149,1.4346331,-6.0426836,168
0.20362926,1.192549,-5.8155932,169
0.317511,1.2642055,-6.0014396,170
0.6507002,1.457695,-6.5450873,171
0.85382426,1.7889209,-7.142818,172
0.9224209,2.156622,-7.670428,173
1.008753,2.1711411,-7.780478,174
1.0290693,2.2332804,-7.8817797,175
1.0441363,2.2227602,-7.8844314,176
1.0874904,2.1413536,-7.8272424,177
0.9604447,2.004388,-7.5189643,178
0.93904376,1.8488729,-7.304828,179
0.9598018,1.7686588,-7.2296867,180
1.306453,1.8312567,-7.6833253,181
1.3911153,1.91732,-7.884061,182
1.5863569,2.066896,-8.295212,183
1.8933358,2.3187456,-6.8404884,184
1.9066681,2.5003128,-5.8171377,185
2.0163503,2.4698555,-5.303797,186
2.121761,2.463664,-4.7172585,187
2.2415016,2.3771112,-4.488859,188
2.2025297,2.216694,-5.572632,189
2.0327723,1.9192517,-8.295452,190
1.7370038,1.6231654,-7.933648,191
1.5221478,1.4374572,-7.4648223,192
1.2497989,1.3919443,-7.103728,193
1.2283589,1.5350859,-7.2444267,194
1.2372015,1.6223203,-7.3562503,195
1.2343853,1.6625082,-7.4005847,196
1.299063,1.7395014,-7.5643616,197
1.3505862,1.9489412,-7.877132,198
1.510588,2.0157568,-8.142987,199
1.6582689,2.314075,-8.381359,200
1.8078345,2.021428,-8.501962,201
1.8295456,1.8937017,-8.370295,202
1.75709,1.8398201,-8.217013,203
1.3322096,1.806519,-7.682274,204
1.6070378,1.7568717,-7.938512,205
1.3279536,1.7053629,-7.5559907,206
1.0821854,1.6958921,-7.2735953,207
0.70092857,1.668862,-6.8421607,208
0.52682936,1.6428483,-6.6376243,209
0.56612897,1.6064105,-6.633462,210
0.451366,1.6279819,-6.5464478,211
0.4221599,1.6939483,-6.596335,212
0.80971724,1.7842664,-7.091475,213
0.99513996,1.8934871,-7.4188323,214
0.9977427,2.0533552,-7.619798,215
1.3023534,2.5400786,-8.584218,216
1.2965372,2.2902377,-8.248351,217
1.3592749,1.7358094,-7.6276894,218
1.4323391,2.0062196,-8.041076,219
1.467953,2.6602566,-7.9497547,220
1.5146862,2.5302503,-8.247078,221
1.4589672,2.949882,-6.7418976,222
1.3767395,2.6096816,-8.761783,223
1.3362621,2.2921493,-8.295438,224
1.3051267,2.2559242,-8.213605,225
1.316416,2.335831,-8.329913,226
1.151792,2.3555045,-8.173156,227
1.1053908,1.8196118,-7.4473686,228
1.0470508,1.7415807,-7.290288,229
0.86670125,1.6042434,-6.936374,230
0.87985164,1.6015558,-6.9469504,231
1.0203503,1.7534326,-7.2758636,232
1.2478262,1.8926924,-7.692848,233
1.369084,2.0468798,-8.019889,234
1.4784371,1.8908311,-7.95144,235
1.5126699,2.1391776,-8.300687,236
1.2037326,1.6457627,-7.346885,237
1.1429529,2.3321495,-8.133003,238
1.26122,2.201942,-8.095186,239
1.1357589,1.5584873,-7.169893,240
1.4137769,1.385391,-7.280867,241
1.3322866,1.3999064,-7.2050357,242
1.3345315,1.256132,-7.0458207,243
1.2426338,1.7118576,-7.4684005,244
1.2430038,1.5439237,-7.2709365,245
1.204822,1.4134903,-7.07846,246
