B1 Loss,B2 Loss,P1 Loss,P2 Loss,Play 1,Play 2,Return,total_numsteps
-0.5485363602638245,-1625.9573974609375,1.4366583824157715,0.06128339841961861,-7.576456,-5.8283195,-0.65104353,20
-2.6758484840393066,-2.4673097133636475,0.018895447254180908,0.0003178157494403422,-0.7940434,0.32745367,-4.095274,30
-0.9861283898353577,-3.810542345046997,0.0013533540768548846,0.0008591341320425272,-0.015115501,0.6787029,-5.0752654,40
-1.2264182567596436,-3.2486534118652344,0.11181510984897614,0.00500475475564599,-0.06326792,3.174611,-8.106276,50
-1.3712140321731567,-1.9277790784835815,0.03446342423558235,0.033252064138650894,-0.573177,1.5358202,-5.5389967,60
-1.9745184183120728,-2.34651517868042,0.18769025802612305,0.016534388065338135,3.3605936,4.4279723,6.985131,70
-0.8247503638267517,-2.7514400482177734,0.17538295686244965,9.561147453496233e-05,2.9485157,4.9585185,5.789691,80
-2.5749690532684326,-2.484764814376831,0.050306063145399094,0.035561900585889816,5.185976,3.8316467,8.600364,90
-1.590800404548645,-2.2312252521514893,0.011296113021671772,0.001406542374752462,4.03678,3.5444984,6.953722,100
-2.2082316875457764,-2.078810453414917,0.022343944758176804,0.0004148254811298102,4.086258,4.8355207,9.138022,110
-4.691823959350586,-5.292539596557617,0.01785682700574398,0.06376172602176666,7.165665,5.2415724,5.2515373,120
-2.4151480197906494,-1.679303765296936,0.0006456149276345968,0.021364795044064522,6.0918846,4.1444345,8.075796,130
-1.3711737394332886,-1.9093728065490723,0.008290384896099567,0.00479478482156992,4.209787,4.731112,9.303263,140
-3.703873634338379,-3.019970655441284,0.02777886763215065,0.015184342861175537,4.1429768,5.5998697,8.905667,150
-1.6686116456985474,-2.807217597961426,0.0395110584795475,0.0025477618910372257,5.2390623,6.057904,8.8236885,160
-2.4874320030212402,-4.805129051208496,0.06322585791349411,0.00015950298984535038,6.0773573,7.093634,4.4559975,170
-3.0976622104644775,-4.235678672790527,0.05772529914975166,0.00010818226292030886,6.643646,7.659907,0.22332382,180
-2.445742130279541,-2.6845221519470215,0.015773408114910126,0.01579909585416317,5.527234,7.071026,5.4328766,190
-2.4635324478149414,-3.8138840198516846,0.003297680988907814,0.00484471395611763,6.2258077,6.8067045,5.2332144,200
-1.99169921875,-3.094658851623535,7.240375998662785e-05,0.0005574431852437556,7.361254,6.7518635,1.3554525,210
-2.437847375869751,-3.4149460792541504,0.0010931497672572732,0.013107871636748314,6.273263,7.1076775,3.9364972,220
