Advantage Reward,Adversaries Reward,Agent 1 Prediction Loss,Agent 2 Prediction Loss,Agent 3 Prediction Loss,Agent 4 Prediction Loss,Agent Reward,Survive Time,total_episode,total_numsteps
12.122355369592185,-7.648888508696933,6.203741172794253,7.2556099919602275,7.759105937089771,7.883423627354205,4.473466860895252,23.0,50,601
-6.2178079068537295,2.1644888088021226,4.809711918060202,6.539814895251766,9.518353551044129,10.641829701489769,-4.053319098051606,22.5,60,760
1.0286780112606895,-1.8601172865289584,4.338300820440054,12.289177691563964,18.953695399686694,25.3271558098495,-0.8314392752682694,11.8,70,956
-3.8307461317251628,1.1096751358315236,4.145036241738126,7.007195244543254,9.987977235578,16.538444077130407,-2.7210709958936397,11.6,80,1165
9.767792067224295,-5.764278773163173,6.294881505426019,11.337355893105268,18.02310526603833,24.531565167941153,4.0035132940611255,15.4,90,1324
-0.776692382293017,-0.9225818633908961,7.1320507125929,29.04658033931628,32.762217624112964,36.78980345930904,-1.6992742456839132,11.6,100,1474
0.1354620358451772,-1.409089720411108,6.535454886965454,15.809594439342618,16.815541440155357,17.59033884573728,-1.2736276845659305,13.0,110,1608
0.24039904306750523,-1.6707379766504225,6.365861225873232,13.53064107708633,18.968681912869215,24.364153554663062,-1.430338933582917,11.1,120,1707
2.010927457806706,-2.367177440646606,4.6007143361493945,11.148695946671069,14.675530928187072,15.855848820880055,-0.35624998283990034,9.9,130,1819
-8.638050222958455,2.2417547532569637,5.161840597167611,6.5896145440638065,14.027610566467047,16.327825658023357,-6.396295469701493,10.0,140,1926
6.048088322649069,-3.9809907199727683,8.12569524301216,17.125867288559675,21.13005163706839,24.972073201090097,2.0670976026763004,11.1,150,2031
4.447322498376626,-3.3516879513535125,5.00947106257081,11.782523363828659,14.472539646551013,22.68375328555703,1.0956345470231121,9.0,160,2176
3.17030410590844,-3.2052370820853007,4.485361933708191,16.75895607843995,19.433406189084053,28.543322145938873,-0.0349329761768606,9.0,170,2294
-0.5202365357884496,-0.9401533267054593,4.6166412509046495,8.292725480161607,11.300314085558057,13.007604678161442,-1.4603898624939098,8.3,180,2409
3.143205111821317,-2.897425588215544,8.074028274510056,19.38312247954309,22.87778829038143,28.31492369621992,0.2457795236057733,10.0,190,2585
-4.60196490674429,1.1878709250289687,7.179925864096731,21.59245620854199,25.12715016491711,36.96279647760093,-3.4140939817153226,10.8,200,2681
2.3777124158704694,-2.358858827231156,4.698715038597584,21.409306924790144,25.26575638912618,28.532552843913436,0.0188535886393133,8.9,210,2807
2.382802932122869,-3.0561801020076556,5.792992469854653,29.987440317869186,38.99636764079332,44.07175724208355,-0.6733771698847862,7.9,220,2904
7.165915036433501,-4.097673029059904,6.554972773650661,23.08941112458706,26.191033635288477,28.818366516381502,3.0682420073735974,11.1,230,2998
-1.613960810839353,-1.2153175197232593,5.870807528495789,24.170224705711007,36.144422974437475,42.17177637293935,-2.8292783305626124,11.5,240,3133
4.2140049444521885,-2.925294695265583,3.880669197998941,12.563711825758219,14.798555861227214,18.143798992037773,1.288710249186606,7.8,250,3241
-6.02784713743206,1.2940905937965579,7.170754926279187,21.50644207186997,25.867763543501496,30.30436470732093,-4.733756543635501,9.5,260,3355
-8.026672509630146,2.811400888273474,9.903723675757647,31.623602108098567,37.502933129668236,43.3240985237062,-5.215271621356669,14.6,270,3506
3.368301601739206,-2.819694196117001,6.013801652006805,14.792841788381338,21.548126181587577,26.532555762678385,0.5486074056222057,10.0,280,3647
-3.9850459347669704,0.9037806539880181,5.620576698333025,14.583807498216629,19.190135488286614,23.42108131200075,-3.081265280778952,8.7,290,3754
5.720775271059131,-3.5183426121677144,7.4070505276322365,19.723207764327526,23.857171677052975,26.505406331270933,2.202432658891417,8.8,300,3842
2.8072179146551783,-2.666284975705894,5.193452732637525,10.18544683419168,10.987088387832046,12.568483236245811,0.14093293894928505,7.6,310,3962
-35.782141159360364,12.121734520817308,11.148259365931153,23.726622205227613,28.612772775813937,32.049351293593645,-23.66040663854306,10.5,320,4041
-0.6181849023461347,-1.0116972518134468,8.080251871608198,18.94962716009468,24.952128438279033,30.469918571412563,-1.6298821541595814,11.0,330,4155
0.9405604745199063,-2.3659741105916248,5.40358579531312,11.35857917368412,13.929040346294641,15.33828023634851,-1.4254136360717184,6.2,340,4303
3.5125756178915246,-3.3728342138136207,6.490833792369813,19.48029712215066,29.589854603633285,34.121942069381475,0.13974140407790325,9.8,350,4459
-2.6975387462669347,-0.060724146816320435,10.004328119568527,17.524169258773327,18.596714118495584,23.070337668061256,-2.758262893083255,10.8,360,4615
6.106692088384148,-4.086619539725658,12.759187653660774,21.434418404474854,22.704702402465045,28.677766479551792,2.02007254865849,14.5,370,4752
0.32684567205889054,-1.7071151215038758,8.076241828035563,18.005539475008845,22.392199527472258,26.189570389688015,-1.3802694494449852,9.9,380,4890
0.7221899085402302,-2.2799753178169357,7.179354478605092,15.100552660413086,16.710957556962967,20.131522875279188,-1.5577854092767056,9.0,390,5031
-1.7629373821787766,-0.1762261828980815,9.388661820441484,17.779287136159837,24.667081516236067,31.301617573946714,-1.9391635650768582,11.3,400,5144
-0.5568787455860564,-0.7525110219516635,7.000781008042395,15.373347633518279,19.21349928714335,25.12658290937543,-1.30938976753772,10.6,410,5285
5.742161199150084,-3.7859969887247393,7.043490595184267,10.259034644812346,10.72740798164159,13.299350439570844,1.956164210425344,10.4,420,5452
-1.042670329436492,-0.6856876716918195,7.494499504566193,10.225899511948228,12.750368159264326,17.06906907632947,-1.7283580011283122,7.9,430,5578
