A1 Return,A2 Return,A3 Return,Agent 1 Prediction Loss,Agent 2 Prediction Loss,Agent 3 Prediction Loss,Total Return,belief_loss0,belief_loss1,belief_loss2,critic_loss0,critic_loss1,critic_loss2,policy_loss0,policy_loss1,policy_loss2,total_episode,total_numsteps
-78.44958609067115,-78.44958609067115,-78.24958609067114,0.2430105317942798,0.181755860472098,0.22966682609170674,-235.1487582720134,-2.3241775035858154,-2.2152827978134155,-2.3435333967208862,3.528926372528076,3.6455113887786865,3.771792411804199,-1.3012548685073853,-1.3130656480789185,-1.199211597442627,20,525
-78.6577178050293,-78.75771780502932,-78.95771780502932,0.022512274102307855,0.03619245601724833,0.03174270890560001,-236.37315341508793,-12.125569820404053,-12.073715209960938,-12.267742156982422,0.11630137264728546,0.10467827320098877,0.11498946696519852,-6.149179935455322,-6.223939418792725,-6.030597686767578,30,775
-71.11851775217495,-70.51851775217496,-70.91851775217495,0.020779823852702974,0.01804709296952933,0.015882223539520055,-212.55555325652486,-19.529316902160645,-19.232885360717773,-19.623099327087402,0.17025461792945862,0.17189852893352509,0.1445482075214386,-9.740031242370605,-9.860032081604004,-9.659757614135742,40,1025
-81.55246988055728,-81.35246988055728,-81.35246988055728,0.01997548506921157,0.01669466041610576,0.018250941606238483,-244.25740964167184,-26.544285774230957,-26.338383674621582,-26.87500762939453,0.2374449372291565,0.23134340345859528,0.19825458526611328,-13.200088500976562,-13.695415496826172,-13.256324768066406,50,1275
-71.93491511930803,-71.13491511930803,-71.03491511930802,0.005635215812944807,0.009819989416282624,0.007662667050724849,-214.1047453579241,-33.40678596496582,-33.402231216430664,-33.655046463012695,0.2817228436470032,0.24357065558433533,0.24665579199790955,-16.726642608642578,-16.999404907226562,-16.660240173339844,60,1525
-74.0911506968188,-74.19115069681881,-73.79115069681879,0.007230546984472312,0.009604650609195232,0.008645325487945228,-222.07345209045644,-40.10103416442871,-39.95901679992676,-40.38763427734375,0.3260703980922699,0.2945786714553833,0.31174883246421814,-20.183429718017578,-20.31061553955078,-20.00851058959961,70,1775
-65.66209977545708,-66.26209977545707,-65.56209977545709,0.0048725999104790385,0.006785786500899121,0.0055727633186616,-197.48629932637124,-45.81142044067383,-45.38571548461914,-45.83818244934082,0.36415648460388184,0.31171420216560364,0.3042796552181244,-22.922962188720703,-23.139854431152344,-22.77874755859375,80,2025
-69.33806865295455,-69.83806865295455,-69.83806865295455,0.005782472385675646,0.00776379885384813,0.007178195525892079,-209.0142059588636,-51.013736724853516,-50.615966796875,-51.3818244934082,0.33381593227386475,0.3140273690223694,0.37255361676216125,-25.333457946777344,-25.720905303955078,-25.673919677734375,90,2275
-70.35025614419978,-69.75025614419977,-70.45025614419977,0.007610089079709724,0.010105654463404789,0.011022106948308647,-210.5507684325993,-55.59623146057129,-55.68647384643555,-55.848594665527344,0.3529614210128784,0.3332553505897522,0.37087392807006836,-28.105064392089844,-28.019611358642578,-28.092552185058594,100,2525
-74.32807716490328,-73.72807716490328,-73.12807716490327,0.007697357506753179,0.006332344281719997,0.005523691853042692,-221.18423149470982,-59.55395698547363,-60.56841278076172,-60.90544128417969,0.4007219970226288,0.3579206168651581,0.3639841377735138,-29.865764617919922,-30.446956634521484,-30.45463752746582,110,2775
