A1 Return,A2 Return,A3 Return,Agent 1 Prediction Loss,Agent 2 Prediction Loss,Agent 3 Prediction Loss,Total Return,belief_loss0,belief_loss1,belief_loss2,critic_loss0,critic_loss1,critic_loss2,policy_loss0,policy_loss1,policy_loss2,total_episode,total_numsteps
-80.44359890676465,-79.64359890676464,-80.44359890676465,0.5081536250114441,0.3786979899406433,0.4851446487903595,-240.53079672029395,37.268009185791016,98.28392028808594,132.16439819335938,1103.76025390625,3260.316650390625,3639.286376953125,14.841625213623047,53.942298889160156,65.54950714111328,20,525
-77.65730274901902,-78.85730274901903,-79.05730274901903,0.26861872428283096,0.2970890243127942,0.16608335642516614,-235.57190824705708,17.91999340057373,12.383915901184082,10.760961532592773,29.082021713256836,19.79800796508789,29.56154441833496,7.409278392791748,5.710650444030762,7.045407295227051,30,775
-78.7065751233172,-79.2065751233172,-78.60657512331719,0.15617254810035228,0.2100719049330801,0.21545719534158705,-236.51972536995157,27.53907299041748,23.336374282836914,22.891953468322754,200.9149627685547,23.094417572021484,21.329469680786133,11.85255241394043,10.962461471557617,12.197883605957031,40,1025
-89.05685268552156,-88.75685268552157,-88.85685268552156,0.2475047460384667,0.3316900333948433,0.16712896358128637,-266.6705580565647,35.09884452819824,32.25650215148926,32.200632095336914,23.244365692138672,25.674989700317383,38.47254180908203,15.777154922485352,15.30672836303711,16.650035858154297,50,1275
-75.52915329703708,-75.3291532970371,-75.72915329703709,0.23803198353387414,0.2534179057441652,0.2423188289552927,-226.58745989111125,41.21592903137207,39.54360389709473,40.57803535461426,77.90135955810547,26.105363845825195,25.610666275024414,18.9798526763916,19.375093460083008,20.380813598632812,60,1525
-79.09588860880673,-78.99588860880672,-77.99588860880672,0.2342458171211183,0.22543458837270736,0.22637877130135894,-236.0876658264202,49.37206840515137,45.70430564880371,49.24387168884277,38.62923812866211,24.064842224121094,30.541648864746094,22.67447853088379,22.235172271728516,24.76900291442871,70,1775
-71.7665113685358,-72.5665113685358,-73.36651136853581,0.18058064925670625,0.1574894794560969,0.16464904374815523,-217.69953410560743,56.15974426269531,51.01418495178223,53.70560836791992,67.76654052734375,23.183263778686523,44.19856262207031,26.273502349853516,25.108612060546875,26.956207275390625,80,2025
-79.45604782211782,-78.75604782211782,-79.95604782211782,0.24981237805634737,0.19809871222451328,0.2453584232106805,-238.16814346635346,58.84979820251465,58.33553886413574,60.353790283203125,41.668739318847656,306.9093322753906,30.719104766845703,27.36499786376953,28.509260177612305,30.391651153564453,90,2275
-69.086927996198,-70.086927996198,-69.68692799619801,0.15001052637025714,0.13551056956499816,0.17647274586185813,-208.860783988594,65.9240608215332,58.459930419921875,59.57488441467285,44.603233337402344,25.0316219329834,42.28525161743164,31.045568466186523,28.581275939941406,29.692365646362305,100,2525
-69.02764912165453,-70.02764912165453,-68.92764912165453,0.11750333201698959,0.1513670191783458,0.13357922114804388,-207.9829473649636,63.780221939086914,60.268951416015625,64.90657424926758,19.98821258544922,19.860761642456055,31.57866668701172,29.940881729125977,29.17515754699707,32.3369026184082,110,2775
-75.69784211729129,-76.49784211729128,-77.19784211729129,0.22200109129026532,0.18443411673977972,0.19175895406119525,-229.39352635187385,70.05817413330078,62.173458099365234,68.23863983154297,66.67236328125,34.91954040527344,28.945575714111328,33.08207321166992,30.581584930419922,33.54940414428711,120,3025
-79.7596257390035,-81.0596257390035,-79.0596257390035,0.20060734830703586,0.18778251173347235,0.1879405006542802,-239.87887721701046,71.80874633789062,63.449615478515625,66.80703353881836,49.091522216796875,28.079303741455078,30.215862274169922,33.6975212097168,30.565479278564453,32.51872253417969,130,3275
-69.63075198220463,-70.03075198220463,-69.13075198220463,0.24202615131624042,0.20489666419290006,0.20472652672231198,-208.7922559466139,74.24152374267578,66.50165176391602,69.31835174560547,39.3718147277832,29.432903289794922,44.23469543457031,35.414817810058594,32.289634704589844,34.06958770751953,140,3525
-68.05120492765184,-69.35120492765184,-69.95120492765184,0.18642683640867472,0.19926161751151084,0.23762229177355768,-207.35361478295553,68.83089447021484,65.71385192871094,64.00235176086426,30.913814544677734,370.7569274902344,43.64866256713867,32.02018737792969,31.513343811035156,31.03842544555664,150,3775
-69.50977435126211,-70.3097743512621,-70.50977435126211,0.20992272551730276,0.21003650881350042,0.18685834048315883,-210.3293230537863,72.6134147644043,65.55771255493164,67.48900604248047,36.13809585571289,23.03746223449707,30.293664932250977,34.306907653808594,31.850967407226562,32.0304069519043,160,4025
-68.98403483922704,-71.88403483922703,-71.88403483922703,0.18218787932395936,0.20490142399724573,0.13268335168436168,-212.75210451768106,70.70241928100586,63.446733474731445,62.307037353515625,26.13941764831543,15.687947273254395,37.91810607910156,32.90711975097656,31.214702606201172,29.656524658203125,170,4275
-71.62723339341345,-71.22723339341346,-70.92723339341345,0.2306500425040722,0.1705601360257715,0.18724272857792676,-213.78170018024034,69.64001083374023,63.379791259765625,71.24345397949219,28.304119110107422,25.510459899902344,117.93444061279297,32.67881774902344,30.776695251464844,34.15008544921875,180,4525
-70.57558987205344,-71.17558987205346,-71.77558987205344,0.1749460812546313,0.18399200513586403,0.1793940796647221,-213.52676961616035,69.21060562133789,62.086875915527344,69.35456848144531,16.999217987060547,16.597881317138672,25.119367599487305,32.77393341064453,30.03888702392578,33.68640899658203,190,4775
-66.30426197818812,-67.60426197818813,-67.60426197818813,0.24593178409337998,0.18025251541286708,0.18336758436635137,-201.5127859345644,66.30243682861328,58.23245620727539,63.37601089477539,33.961143493652344,42.58342361450195,33.69498062133789,31.538965225219727,27.802473068237305,31.226612091064453,200,5025
-68.13417003435089,-67.33417003435089,-67.7341700343509,0.20022005044855176,0.16220679353177547,0.1620223907083273,-203.2025101030527,63.70808792114258,59.407535552978516,64.9183120727539,34.53675079345703,31.728500366210938,50.48978042602539,29.914661407470703,28.59441375732422,31.211023330688477,210,5275
-71.99432224778823,-71.99432224778823,-72.29432224778824,0.16579296392947435,0.15109094943106174,0.1599349515493959,-216.2829667433647,62.08877372741699,60.684255599975586,63.826202392578125,36.2430419921875,23.493335723876953,24.8072566986084,28.584932327270508,29.50372314453125,30.280696868896484,220,5525
-71.08746841307779,-69.98746841307778,-70.98746841307778,0.21339191532880067,0.1505625864919275,0.20208066777139902,-212.06240523923333,61.653289794921875,58.482534408569336,59.82033729553223,25.485748291015625,22.031917572021484,18.992830276489258,28.885150909423828,28.379627227783203,28.852615356445312,230,5775
-74.59962481269454,-75.89962481269454,-75.79962481269453,0.19753401278704405,0.1442427709698677,0.16515640175528826,-226.2988744380836,60.70186424255371,57.41842079162598,60.77352523803711,19.88191032409668,34.598636627197266,30.277788162231445,28.409025192260742,27.571849822998047,28.543302536010742,240,6025
-74.14504262088478,-74.34504262088478,-73.74504262088479,0.16297316777519882,0.16748252282850445,0.18162959969416262,-222.23512786265437,62.438228607177734,58.8359432220459,60.375322341918945,79.87406158447266,14.050020217895508,2585.329345703125,29.550247192382812,28.71117401123047,28.523664474487305,250,6275
-62.059844666841855,-64.45984466684186,-63.75984466684186,0.197885501017794,0.1331317162392661,0.1596523142121732,-190.27953400052556,62.74003982543945,55.22918510437012,53.89219093322754,17.413719177246094,16.471508026123047,25.438663482666016,29.66037368774414,26.57157325744629,25.897506713867188,260,6525
